ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE
13005,100000,2,3,2,58
13006,80000,2,1,2,24
13007,60000,2,2,1,41
13008,70000,1,2,1,35
13009,110000,2,2,1,49
13010,60000,1,2,2,26
13011,110000,1,2,2,26
13012,120000,1,3,1,54
13013,280000,2,2,2,43
13014,50000,2,2,2,23
13015,20000,2,1,2,22
13016,240000,2,1,2,30
13017,50000,1,2,2,22
13018,200000,2,2,2,27
13019,320000,1,2,2,28
13020,20000,1,2,1,56
13021,50000,1,2,2,44
13022,180000,1,2,1,41
13023,80000,1,1,1,28
13024,240000,2,2,1,48
13025,260000,2,2,2,28
13026,80000,2,1,1,40
13027,80000,1,2,1,40
13028,100000,1,2,1,47
13029,20000,1,2,1,64
13030,130000,2,2,2,31
13031,120000,2,2,1,28
13032,90000,2,2,1,35
13033,180000,2,2,2,25
13034,80000,2,1,2,32
13035,130000,1,2,1,45
13036,230000,2,1,2,26
13037,130000,2,1,2,26
13038,190000,1,2,2,33
13039,210000,2,1,2,31
13040,20000,2,3,1,52
13041,20000,1,1,2,23
13042,280000,2,2,2,30
13043,500000,2,1,1,47
13044,230000,1,1,1,39
13045,130000,1,2,1,31
13046,660000,1,1,2,40
13047,350000,2,3,1,50
13048,40000,1,3,2,24
13049,50000,2,3,1,33
13050,20000,1,2,1,43
13051,80000,2,2,1,35
13052,50000,2,2,2,23
13053,290000,1,2,1,40
13054,80000,2,1,2,27
13055,230000,1,3,2,29
13056,30000,2,2,1,29
13057,200000,2,1,2,29
13058,50000,2,2,2,26
13059,50000,1,2,1,57
13060,200000,2,1,1,48
13061,20000,1,2,2,23
13062,50000,2,3,2,48
13063,90000,1,1,2,31
13064,30000,2,2,2,23
13065,80000,2,2,2,30
13066,20000,1,2,2,31
13067,50000,2,1,2,30
13068,100000,1,1,2,33
13069,210000,2,1,2,28
13070,500000,2,1,1,38
13071,30000,1,2,2,25
13072,160000,2,2,1,41
13073,180000,2,1,2,28
13074,490000,2,1,1,37
13075,50000,1,1,2,29
13076,130000,1,1,2,27
13077,50000,2,2,2,34
13078,200000,2,1,1,58
13079,50000,2,1,2,27
13080,180000,2,1,2,33
13081,500000,2,1,2,39
13082,210000,2,2,1,46
13083,20000,1,1,2,35
13084,190000,2,2,3,29
13085,140000,1,3,2,29
13086,20000,1,3,2,51
13087,420000,2,1,2,29
13088,180000,2,1,2,29
13089,290000,1,2,2,28
13090,190000,2,1,2,40
13091,360000,1,1,1,39
13092,20000,1,2,1,53
13093,260000,2,2,1,32
13094,20000,1,3,1,55
13095,50000,1,3,1,52
13096,250000,1,1,1,55
13097,30000,2,2,1,26
13098,460000,1,2,2,30
13099,80000,1,2,2,26
13100,60000,2,2,1,35
13101,80000,2,2,2,26
13102,90000,2,2,1,28
13103,50000,2,2,2,34
13104,50000,1,3,2,50
13105,360000,2,1,1,41
13106,360000,2,1,1,49
13107,230000,2,1,2,29
13108,240000,2,2,1,39
13109,110000,2,2,1,27
13110,210000,2,2,1,28
13111,300000,2,1,2,28
13112,200000,1,3,1,65
13113,220000,1,2,2,29
13114,90000,2,3,1,45
13115,210000,2,2,1,44
13116,500000,1,1,2,31
13117,160000,2,1,2,33
13118,140000,2,1,1,47
13119,120000,2,1,1,42
13120,80000,1,2,2,46
13121,240000,2,2,1,38
13122,170000,2,1,2,30
13123,30000,1,2,2,38
13124,260000,2,1,1,31
13125,400000,1,1,1,34
13126,500000,2,2,1,31
13127,100000,2,1,2,32
13128,240000,1,1,1,39
13129,10000,1,3,1,53
13130,80000,2,2,1,36
13131,60000,1,2,2,28
13132,200000,2,1,2,38
13133,260000,2,2,2,41
13134,260000,2,2,1,39
13135,260000,1,1,2,30
13136,300000,1,1,1,34
13137,310000,2,2,2,27
13138,140000,2,1,1,32
13139,200000,2,2,1,50
13140,230000,1,2,1,39
13141,50000,1,2,2,27
13142,180000,2,2,1,29
13143,100000,1,1,2,26
13144,80000,2,2,1,49
13145,350000,2,1,2,39
13146,140000,2,2,2,32
13147,360000,2,1,2,29
13148,10000,1,6,2,47
13149,130000,2,1,2,25
13150,320000,1,1,1,41
13151,180000,2,2,1,34
13152,180000,2,1,1,39
13153,150000,2,2,1,39
13154,80000,1,2,2,27
13155,70000,1,1,2,50
13156,150000,1,2,1,66
13157,480000,2,3,1,36
13158,50000,2,3,2,45
13159,100000,2,1,2,28
13160,50000,2,3,2,26
13161,280000,1,1,2,28
13162,20000,2,2,1,48
13163,30000,1,3,1,50
13164,70000,2,2,1,38
13165,30000,1,3,2,59
13166,200000,2,1,1,64
13167,210000,1,1,2,30
13168,210000,2,1,1,66
13169,470000,1,1,1,39
13170,50000,1,2,2,38
13171,240000,2,2,1,37
13172,60000,1,3,1,38
13173,100000,2,2,1,33
13174,200000,2,2,2,25
13175,130000,1,1,1,58
13176,50000,1,2,2,24
13177,300000,2,1,2,34
13178,210000,1,1,2,32
13179,70000,1,1,2,27
13180,100000,2,3,2,49
13181,30000,2,2,1,25
13182,200000,1,1,2,30
13183,360000,1,2,1,36
13184,20000,1,2,2,24
13185,150000,2,1,2,32
13186,750000,2,1,2,28
13187,100000,1,2,2,24
13188,300000,1,2,1,36
13189,90000,2,2,2,55
13190,50000,1,2,2,28
13191,120000,2,2,1,48
13192,120000,2,2,1,39
13193,30000,1,2,1,42
13194,220000,1,2,1,43
13195,180000,2,2,2,31
13196,20000,1,3,2,52
13197,140000,2,2,2,26
13198,400000,2,2,1,46
13199,180000,2,1,2,27
13200,340000,2,2,1,36
13201,250000,1,3,2,46
13202,50000,2,2,1,50
13203,220000,2,1,2,24
13204,400000,1,2,2,35
13205,320000,2,1,1,37
13206,260000,2,2,1,40
13207,350000,1,1,1,42
13208,30000,1,2,2,34
13209,10000,1,2,2,24
13210,50000,2,2,2,23
13211,30000,2,3,2,23
13212,350000,1,1,2,35
13213,410000,1,1,1,37
13214,130000,2,3,1,35
13215,80000,2,3,2,28
13216,380000,2,2,1,51
13217,320000,2,1,1,42
13218,20000,1,1,2,23
13219,50000,1,2,2,32
13220,30000,1,2,2,25
13221,50000,1,2,2,24
13222,50000,1,2,2,41
13223,50000,1,2,1,51
13224,200000,1,1,2,27
13225,80000,1,2,2,29
13226,20000,2,3,3,53
13227,180000,2,2,2,28
13228,230000,2,1,2,33
13229,180000,2,2,2,33
13230,90000,2,2,2,23
13231,20000,1,2,2,23
13232,100000,1,2,2,32
13233,60000,1,3,2,44
13234,130000,2,2,2,35
13235,50000,2,2,1,55
13236,70000,2,1,2,23
13237,360000,2,2,2,53
13238,20000,1,1,2,22
13239,20000,1,3,2,34
13240,440000,2,3,2,36
13241,400000,1,1,1,41
13242,170000,2,1,2,29
13243,200000,1,2,1,32
13244,220000,2,1,1,41
13245,280000,2,2,1,31
13246,360000,1,1,2,29
13247,20000,1,2,1,51
13248,290000,2,1,1,44
13249,380000,2,2,1,33
13250,180000,1,1,2,28
13251,120000,2,1,2,26
13252,50000,2,2,2,27
13253,20000,1,1,1,48
13254,20000,1,2,2,25
13255,170000,2,2,2,29
13256,180000,2,2,2,24
13257,200000,1,1,2,36
13258,200000,1,2,1,55
13259,360000,2,1,2,26
13260,10000,2,2,2,26
13261,60000,2,2,1,60
13262,40000,2,2,1,24
13263,100000,1,2,2,39
13264,50000,2,2,2,23
13265,300000,1,1,2,29
13266,110000,1,3,2,29
13267,120000,1,1,1,37
13268,150000,1,2,1,45
13269,230000,2,2,2,30
13270,180000,2,2,1,35
13271,320000,2,2,2,33
13272,80000,2,1,2,23
13273,160000,2,1,2,29
13274,50000,2,2,2,23
13275,180000,1,2,2,26
13276,110000,1,3,2,26
13277,150000,1,1,2,32
13278,210000,2,3,1,52
13279,10000,1,2,2,43
13280,30000,2,2,2,22
13281,450000,2,1,2,36
13282,110000,2,1,2,25
13283,270000,2,2,1,37
13284,50000,2,3,1,46
13285,100000,2,3,3,43
13286,360000,2,2,2,30
13287,110000,2,2,1,32
13288,180000,2,3,2,55
13289,230000,2,1,1,34
13290,20000,2,3,1,41
13291,50000,2,1,2,22
13292,10000,1,3,2,31
13293,320000,1,1,1,46
13294,280000,2,1,2,26
13295,20000,1,2,1,28
13296,70000,1,2,2,36
13297,80000,2,2,2,36
13298,200000,2,1,2,25
13299,30000,1,2,2,24
13300,100000,2,2,1,41
13301,110000,1,1,2,26
13302,300000,2,1,1,33
13303,300000,2,2,1,31
13304,340000,2,1,2,29
13305,270000,1,1,1,37
13306,100000,1,2,2,26
13307,50000,1,1,1,33
13308,360000,2,2,1,40
13309,90000,2,2,1,49
13310,140000,1,2,1,42
13311,150000,2,1,2,28
13312,50000,1,3,2,34
13313,30000,2,3,2,26
13314,230000,2,2,1,54
13315,240000,2,2,1,40
13316,200000,2,1,1,44
13317,330000,1,2,1,42
13318,110000,1,1,1,29
13319,200000,2,3,1,54
13320,50000,2,2,3,46
13321,70000,2,1,2,27
13322,360000,2,2,1,59
13323,50000,2,2,2,54
13324,80000,2,3,2,28
13325,200000,2,2,1,69
13326,50000,1,2,2,27
13327,30000,1,1,2,27
13328,390000,2,1,2,31
13329,380000,2,1,1,42
13330,20000,2,2,1,46
13331,80000,2,2,2,31
13332,50000,2,2,1,49
13333,50000,2,1,1,25
13334,200000,1,2,2,44
13335,100000,1,3,2,28
13336,180000,1,1,2,31
13337,120000,2,2,2,27
13338,390000,2,2,2,31
13339,250000,2,2,1,37
13340,350000,1,2,1,47
13341,70000,2,2,2,30
13342,210000,2,1,2,33
13343,180000,1,1,2,29
13344,80000,1,1,2,25
13345,120000,2,3,2,26
13346,210000,2,1,1,23
13347,20000,1,2,1,38
13348,150000,2,1,1,38
13349,390000,1,1,1,38
13350,310000,2,1,2,36
13351,230000,2,1,2,27
13352,90000,2,2,1,51
13353,140000,1,1,2,29
13354,150000,2,1,2,28
13355,130000,1,2,2,27
13356,210000,2,1,2,27
13357,100000,2,1,2,25
13358,150000,1,5,1,36
13359,200000,2,1,2,29
13360,80000,2,2,2,27
13361,230000,1,1,2,27
13362,50000,1,2,3,37
13363,260000,2,2,2,33
13364,110000,1,2,2,23
13365,20000,1,3,1,56
13366,360000,2,2,1,42
13367,160000,1,1,1,36
13368,10000,1,2,2,35
13369,150000,1,1,1,31
13370,500000,1,1,1,35
13371,500000,1,1,1,69
13372,360000,2,2,2,28
13373,50000,2,1,2,28
13374,270000,2,1,1,35
13375,10000,2,3,1,58
13376,30000,2,2,1,29
13377,80000,2,3,1,30
13378,360000,2,2,1,27
13379,120000,2,1,2,26
13380,400000,2,2,2,35
13381,500000,2,2,2,26
13382,140000,1,3,1,54
13383,110000,1,2,2,27
13384,30000,1,2,2,34
13385,140000,2,1,1,56
13386,150000,2,3,1,39
13387,280000,1,3,1,37
13388,20000,1,3,1,45
13389,340000,2,3,1,36
13390,60000,1,2,2,25
13391,20000,1,1,1,62
13392,50000,2,1,2,25
13393,200000,2,2,1,35
13394,180000,2,1,2,30
13395,240000,2,1,1,34
13396,360000,1,2,2,32
13397,50000,2,2,1,26
13398,100000,1,3,2,50
13399,80000,2,3,2,26
13400,50000,2,3,1,32
13401,420000,2,3,2,27
13402,190000,2,1,1,35
13403,180000,2,2,1,33
13404,40000,2,1,2,22
13405,50000,1,2,2,43
13406,10000,1,2,2,23
13407,200000,2,1,2,39
13408,120000,1,3,1,39
13409,100000,2,2,1,48
13410,100000,2,1,2,24
13411,360000,1,1,2,29
13412,100000,2,2,1,28
13413,290000,2,2,1,49
13414,240000,1,1,2,34
13415,290000,2,2,1,37
13416,500000,2,2,2,33
13417,50000,1,2,1,32
13418,220000,2,2,2,30
13419,20000,1,2,1,44
13420,420000,2,2,1,36
13421,100000,2,1,2,29
13422,230000,2,1,1,43
13423,50000,2,2,1,53
13424,70000,1,1,1,42
13425,180000,1,1,2,31
13426,90000,1,1,2,27
13427,50000,1,2,2,24
13428,50000,2,3,2,22
13429,60000,2,1,2,26
13430,50000,2,3,2,41
13431,300000,2,1,1,58
13432,30000,2,1,2,36
13433,10000,1,1,2,25
13434,70000,1,1,2,30
13435,160000,1,2,2,32
13436,260000,1,2,2,30
13437,360000,1,1,2,39
13438,60000,2,3,1,30
13439,180000,2,2,2,39
13440,40000,2,2,2,23
13441,160000,1,2,2,36
13442,610000,2,1,2,35
13443,50000,2,3,2,35
13444,320000,1,1,1,48
13445,150000,1,1,2,29
13446,170000,1,1,1,36
13447,500000,1,2,1,53
13448,200000,1,2,1,57
13449,290000,2,1,2,27
13450,40000,2,2,2,53
13451,300000,2,1,2,30
13452,50000,1,3,2,32
13453,20000,1,2,2,29
13454,30000,2,2,1,22
13455,140000,1,2,2,34
13456,80000,1,2,1,32
13457,260000,2,2,2,35
13458,130000,2,1,2,27
13459,380000,2,3,2,39
13460,200000,1,2,1,36
13461,50000,2,3,1,46
13462,50000,1,1,2,25
13463,90000,2,2,1,26
13464,20000,1,1,2,25
13465,140000,2,2,1,26
13466,30000,1,3,3,45
13467,230000,1,1,2,28
13468,100000,1,3,1,36
13469,240000,2,1,2,46
13470,200000,1,1,1,36
13471,80000,1,1,2,26
13472,360000,1,1,1,56
13473,150000,1,2,2,37
13474,130000,1,2,2,27
13475,30000,2,2,1,56
13476,250000,1,1,2,33
13477,500000,1,1,1,42
13478,30000,1,2,3,43
13479,390000,1,1,1,41
13480,390000,2,1,2,27
13481,360000,1,2,2,37
13482,90000,2,2,1,25
13483,100000,2,3,1,35
13484,30000,1,3,1,31
13485,160000,1,3,2,25
13486,20000,1,1,2,26
13487,240000,2,1,2,36
13488,80000,1,1,2,26
13489,30000,2,2,2,22
13490,150000,1,2,1,45
13491,160000,2,2,2,28
13492,20000,2,1,1,58
13493,230000,1,1,1,45
13494,100000,2,2,1,46
13495,420000,1,2,2,39
13496,480000,2,2,1,37
13497,10000,1,3,1,37
13498,180000,2,3,1,41
13499,200000,1,1,2,32
13500,140000,1,2,2,36
13501,20000,2,1,1,23
13502,80000,2,1,2,39
13503,10000,2,2,1,29
13504,50000,1,2,1,35
13505,340000,1,3,2,38
13506,330000,2,2,2,39
13507,230000,2,1,1,47
13508,360000,1,1,2,40
13509,30000,2,3,3,48
13510,500000,1,1,2,42
13511,200000,1,1,1,42
13512,50000,2,2,1,55
13513,240000,2,3,2,36
13514,290000,2,1,1,45
13515,20000,2,3,2,24
13516,60000,2,3,2,49
13517,160000,1,2,2,24
13518,200000,2,1,2,31
13519,70000,2,2,1,33
13520,140000,1,1,2,35
13521,460000,1,1,1,44
13522,160000,2,2,2,36
13523,200000,2,2,1,40
13524,80000,2,3,2,55
13525,310000,2,1,1,47
13526,290000,2,2,1,29
13527,120000,1,1,2,27
13528,20000,1,3,2,31
13529,90000,1,1,2,29
13530,60000,1,1,1,60
13531,260000,1,2,1,39
13532,180000,2,2,2,30
13533,50000,1,3,2,41
13534,50000,1,3,1,40
13535,50000,1,3,2,53
13536,200000,2,1,2,32
13537,170000,1,2,1,35
13538,50000,2,1,2,22
13539,440000,1,3,1,47
13540,100000,1,2,1,28
13541,50000,1,3,2,49
13542,220000,1,1,1,47
13543,150000,2,3,2,43
13544,20000,1,1,2,28
13545,160000,2,2,1,39
13546,50000,1,1,2,28
13547,130000,2,3,1,40
13548,20000,1,2,2,36
13549,200000,2,2,1,34
13550,20000,2,1,2,22
13551,300000,2,1,1,39
13552,120000,2,1,2,25
13553,360000,2,1,2,27
13554,140000,1,1,3,59
13555,210000,2,2,2,25
13556,200000,1,1,2,30
13557,130000,2,1,2,28
13558,240000,2,2,1,48
13559,80000,1,3,1,65
13560,500000,2,1,2,36
13561,320000,1,1,1,46
13562,210000,2,1,2,56
13563,200000,2,2,1,42
13564,50000,1,1,2,37
13565,340000,2,1,1,38
13566,240000,1,2,1,62
13567,240000,2,1,2,28
13568,50000,1,2,1,40
13569,50000,1,3,1,55
13570,20000,2,2,2,45
13571,510000,1,1,1,35
13572,220000,2,1,2,25
13573,220000,2,2,2,30
13574,60000,1,1,2,37
13575,40000,2,2,2,26
13576,50000,1,1,2,64
13577,360000,2,1,1,46
13578,120000,1,1,1,51
13579,20000,1,3,2,23
13580,30000,1,2,1,33
13581,110000,2,1,2,29
13582,170000,2,2,2,31
13583,180000,1,2,1,48
13584,50000,2,2,2,23
13585,180000,2,1,2,28
13586,80000,2,2,1,50
13587,20000,2,1,1,34
13588,30000,2,3,1,57
13589,80000,1,2,2,28
13590,200000,1,1,1,53
13591,120000,2,2,1,42
13592,160000,2,5,1,52
13593,500000,2,1,1,44
13594,50000,2,2,2,22
13595,50000,2,2,1,39
13596,200000,1,1,2,41
13597,30000,1,2,2,25
13598,190000,2,2,1,33
13599,120000,2,2,1,41
13600,30000,2,3,2,39
13601,30000,2,3,2,27
13602,310000,1,1,2,33
13603,30000,2,2,1,31
13604,440000,1,1,2,52
13605,50000,2,1,2,27
13606,70000,1,2,2,38
13607,260000,2,1,2,31
13608,320000,1,1,1,46
13609,210000,2,2,1,34
13610,280000,2,1,1,29
13611,140000,1,1,2,32
13612,20000,2,3,2,22
13613,340000,1,1,2,25
13614,70000,2,3,3,39
13615,120000,2,1,1,50
13616,60000,2,2,2,24
13617,30000,1,3,2,29
13618,30000,1,2,2,29
13619,80000,1,1,1,25
13620,50000,1,2,1,49
13621,100000,1,3,2,37
13622,60000,1,2,1,35
13623,10000,2,2,2,23
13624,280000,2,1,1,41
13625,250000,2,3,2,47
13626,40000,1,2,1,48
13627,30000,2,1,2,25
13628,50000,1,1,1,57
13629,70000,2,3,2,29
13630,130000,2,2,1,28
13631,60000,2,2,2,24
13632,200000,2,2,1,29
13633,100000,2,1,2,33
13634,190000,2,2,2,30
13635,20000,1,3,1,36
13636,230000,1,1,2,42
13637,90000,2,2,2,26
13638,240000,2,1,2,29
13639,20000,2,2,2,23
13640,20000,2,3,2,22
13641,50000,2,1,2,24
13642,230000,2,2,2,40
13643,430000,2,2,1,41
13644,50000,1,2,1,34
13645,230000,1,2,2,32
13646,240000,2,5,2,36
13647,120000,2,1,2,30
13648,280000,2,2,1,26
13649,500000,1,1,2,29
13650,260000,1,2,1,53
13651,140000,2,1,2,31
13652,310000,2,3,2,28
13653,50000,2,3,1,36
13654,50000,2,3,1,35
13655,30000,2,3,2,29
13656,200000,1,1,1,43
13657,80000,2,3,2,33
13658,310000,2,3,2,36
13659,220000,2,2,2,26
13660,80000,2,2,2,26
13661,500000,2,1,2,38
13662,100000,2,1,1,37
13663,200000,1,1,1,37
13664,20000,1,2,2,39
13665,20000,2,2,1,28
13666,80000,1,2,2,38
13667,110000,1,2,2,29
13668,100000,1,2,1,38
13669,400000,1,5,1,30
13670,320000,1,1,1,40
13671,180000,1,2,2,28
13672,180000,2,2,2,27
13673,30000,2,2,2,22
13674,30000,1,2,2,35
13675,240000,2,1,2,42
13676,100000,2,1,2,24
13677,90000,1,2,1,50
13678,20000,1,2,1,22
13679,60000,1,2,2,28
13680,90000,1,3,1,38
13681,80000,2,2,1,40
13682,500000,2,1,1,34
13683,430000,1,1,2,34
13684,130000,1,1,2,27
13685,500000,2,2,1,66
13686,350000,2,2,1,38
13687,320000,1,1,2,34
13688,160000,2,2,2,24
13689,110000,1,1,2,25
13690,60000,2,3,3,53
13691,260000,2,4,2,33
13692,50000,1,1,1,47
13693,270000,1,2,2,44
13694,210000,1,1,1,52
13695,20000,2,2,1,29
13696,30000,2,2,2,49
13697,500000,2,1,1,56
13698,360000,2,1,2,31
13699,90000,1,2,2,30
13700,10000,2,2,2,28
13701,200000,2,2,2,36
13702,60000,1,2,2,37
13703,80000,1,2,1,40
13704,500000,1,1,2,32
13705,50000,1,2,1,21
13706,50000,2,2,2,24
13707,200000,2,1,2,30
13708,470000,1,2,1,45
13709,180000,2,3,1,41
13710,240000,1,2,1,33
13711,200000,1,1,1,30
13712,20000,1,2,2,40
13713,80000,2,2,2,32
13714,30000,1,2,2,54
13715,200000,2,1,2,35
13716,100000,2,2,1,38
13717,70000,2,3,1,30
13718,140000,1,2,1,30
13719,30000,2,2,1,27
13720,100000,2,2,2,27
13721,60000,1,2,2,38
13722,50000,2,1,2,23
13723,120000,2,1,1,35
13724,50000,1,3,2,23
13725,300000,1,2,2,28
13726,360000,2,1,1,36
13727,40000,2,2,1,36
13728,190000,2,2,2,40
13729,30000,2,1,2,23
13730,280000,2,3,2,47
13731,30000,2,2,2,23
13732,500000,2,1,1,32
13733,260000,2,1,2,32
13734,60000,2,2,1,46
13735,70000,2,3,1,36
13736,30000,1,2,2,27
13737,300000,1,3,1,37
13738,30000,2,2,2,22
13739,40000,1,3,2,43
13740,80000,1,1,2,25
13741,50000,1,1,2,35
13742,90000,2,1,1,38
13743,260000,1,1,2,29
13744,100000,2,1,1,58
13745,280000,1,1,2,34
13746,80000,2,2,1,22
13747,150000,2,2,2,27
13748,90000,2,2,2,39
13749,130000,2,1,1,33
13750,210000,1,2,2,36
13751,420000,2,1,2,44
13752,500000,1,1,2,39
13753,180000,1,1,2,30
13754,150000,2,2,1,36
13755,440000,1,1,2,30
13756,50000,1,1,2,27
13757,140000,1,2,1,29
13758,150000,1,1,2,29
13759,150000,2,2,2,27
13760,480000,1,6,2,49
13761,100000,2,1,2,35
13762,310000,2,1,2,33
13763,280000,2,1,2,27
13764,60000,1,2,2,51
13765,160000,2,1,2,31
13766,90000,1,2,1,48
13767,50000,2,1,2,28
13768,200000,2,2,1,26
13769,240000,1,2,2,67
13770,200000,2,1,1,32
13771,100000,2,2,2,23
13772,50000,2,1,2,29
13773,240000,2,1,2,30
13774,300000,2,1,2,25
13775,350000,2,3,1,43
13776,50000,2,3,1,26
13777,50000,2,2,1,36
13778,30000,2,2,2,25
13779,50000,1,2,1,47
13780,20000,2,2,1,34
13781,270000,2,2,2,30
13782,380000,1,1,1,49
13783,10000,2,2,2,22
13784,80000,2,2,2,29
13785,240000,2,2,1,35
13786,280000,2,1,2,35
13787,160000,1,1,2,41
13788,180000,2,1,2,25
13789,50000,2,2,1,35
13790,50000,1,2,1,37
13791,20000,1,2,2,22
13792,20000,1,2,2,33
13793,140000,1,1,2,27
13794,360000,1,2,2,28
13795,180000,1,2,1,49
13796,390000,1,1,1,36
13797,30000,2,3,1,33
13798,210000,2,1,1,35
13799,20000,1,2,2,24
13800,450000,1,1,1,43
13801,50000,1,3,1,24
13802,50000,1,3,2,46
13803,20000,1,2,2,39
13804,200000,2,1,2,39
13805,230000,2,1,2,27
13806,50000,1,2,1,41
13807,50000,2,2,2,26
13808,50000,1,1,2,57
13809,20000,1,2,2,23
13810,40000,1,1,1,47
13811,100000,1,1,2,26
13812,150000,2,2,1,43
13813,240000,1,1,1,36
13814,360000,1,2,1,37
13815,130000,1,1,2,43
13816,50000,2,2,2,23
13817,160000,1,2,1,60
13818,340000,2,2,1,32
13819,20000,1,3,2,23
13820,60000,1,3,2,52
13821,220000,2,2,1,35
13822,280000,2,1,1,32
13823,60000,1,2,1,30
13824,230000,1,1,1,42
13825,120000,2,3,0,41
13826,240000,2,1,2,30
13827,420000,2,1,1,29
13828,230000,2,2,2,31
13829,30000,2,1,2,26
13830,210000,2,2,1,30
13831,250000,1,1,2,29
13832,70000,2,2,1,34
13833,20000,2,2,2,43
13834,130000,1,3,1,44
13835,460000,1,1,1,41
13836,170000,2,2,2,29
13837,200000,1,2,2,31
13838,70000,1,3,1,43
13839,200000,2,1,1,32
13840,20000,2,2,2,30
13841,200000,1,3,2,55
13842,250000,1,2,2,45
13843,50000,1,2,1,34
13844,30000,2,2,2,25
13845,50000,1,1,1,44
13846,90000,1,3,1,45
13847,360000,1,1,2,34
13848,290000,2,2,1,45
13849,170000,1,1,2,24
13850,290000,2,1,1,52
13851,30000,1,3,2,39
13852,250000,2,1,1,25
13853,210000,1,3,2,32
13854,360000,2,1,1,30
13855,120000,2,2,1,37
13856,170000,1,1,2,28
13857,20000,1,3,2,55
13858,80000,1,2,1,25
13859,200000,2,2,1,43
13860,150000,2,1,2,32
13861,110000,2,3,1,44
13862,180000,2,2,2,26
13863,520000,2,3,1,41
13864,20000,1,3,1,44
13865,180000,2,2,2,44
13866,30000,1,3,1,36
13867,380000,2,1,1,31
13868,160000,2,1,2,42
13869,220000,1,1,2,32
13870,250000,1,1,2,29
13871,330000,1,1,1,53
13872,50000,1,2,2,26
13873,340000,2,1,2,35
13874,180000,2,2,1,41
13875,30000,1,1,2,35
13876,10000,1,3,2,45
13877,120000,2,2,1,37
13878,250000,2,2,2,38
13879,200000,2,1,2,39
13880,500000,2,1,2,32
13881,90000,2,1,2,29
13882,80000,1,3,2,38
13883,740000,2,2,1,35
13884,300000,1,1,2,34
13885,210000,1,3,1,44
13886,230000,1,1,1,37
13887,270000,1,3,2,51
13888,270000,2,1,2,32
13889,180000,2,1,2,30
13890,280000,2,2,2,30
13891,50000,1,2,2,46
13892,20000,2,2,2,26
13893,170000,2,3,1,54
13894,300000,2,2,1,39
13895,20000,1,2,1,50
13896,110000,2,2,2,31
13897,80000,1,2,1,54
13898,80000,2,1,2,23
13899,60000,2,2,1,48
13900,30000,1,2,2,27
13901,40000,1,1,2,26
13902,180000,2,3,1,43
13903,290000,1,2,1,50
13904,50000,2,1,2,26
13905,150000,2,1,2,32
13906,50000,1,2,1,41
13907,20000,1,2,1,36
13908,180000,2,1,2,28
13909,360000,1,1,2,30
13910,90000,2,3,1,33
13911,450000,1,1,1,48
13912,140000,1,1,2,29
13913,400000,2,1,2,27
13914,50000,2,2,1,30
13915,420000,2,2,1,50
13916,390000,2,1,2,35
13917,200000,2,2,1,40
13918,130000,1,1,2,29
13919,360000,2,1,2,36
13920,290000,1,2,1,46
13921,120000,2,2,2,24
13922,40000,2,1,2,24
13923,500000,1,1,1,42
13924,150000,2,1,1,36
13925,240000,2,1,2,26
13926,80000,1,3,2,44
13927,220000,2,1,1,48
13928,110000,2,1,1,31
13929,220000,2,2,1,52
13930,100000,2,2,2,34
13931,70000,2,3,1,42
13932,50000,2,2,1,27
13933,200000,2,1,2,32
13934,220000,1,3,1,42
13935,200000,2,3,1,42
13936,350000,2,1,1,43
13937,80000,2,3,2,24
13938,50000,2,2,2,56
13939,200000,1,1,2,32
13940,60000,2,3,1,31
13941,50000,1,3,1,49
13942,360000,2,1,2,33
13943,30000,2,3,2,50
13944,90000,2,2,2,32
13945,200000,2,1,1,32
13946,100000,1,6,2,51
13947,200000,2,3,2,49
13948,300000,2,1,1,26
13949,10000,1,3,1,30
13950,400000,1,2,2,44
13951,130000,2,3,1,34
13952,180000,1,2,2,50
13953,370000,2,3,2,27
13954,60000,2,1,2,46
13955,210000,2,1,2,29
13956,70000,2,3,1,46
13957,20000,2,1,2,33
13958,200000,2,1,2,35
13959,130000,2,2,1,30
13960,120000,1,2,1,38
13961,330000,2,1,1,34
13962,30000,2,3,1,54
13963,480000,2,2,2,39
13964,100000,1,1,2,39
13965,270000,2,1,1,43
13966,40000,2,3,1,55
13967,180000,2,2,2,34
13968,240000,1,2,2,25
13969,210000,2,1,1,38
13970,50000,2,2,2,23
13971,230000,2,3,1,44
13972,50000,2,2,2,24
13973,250000,2,1,2,41
13974,120000,2,3,1,45
13975,160000,1,2,1,35
13976,210000,1,2,1,29
13977,260000,2,1,2,29
13978,310000,2,2,1,32
13979,50000,2,3,1,42
13980,360000,2,1,2,30
13981,50000,2,1,2,24
13982,240000,1,2,1,44
13983,500000,1,3,1,49
13984,150000,2,1,1,40
13985,160000,2,2,1,38
13986,410000,2,2,2,42
13987,50000,2,3,2,63
13988,50000,1,3,2,38
13989,170000,2,1,2,29
13990,100000,2,1,2,47
13991,230000,1,1,1,46
13992,20000,1,2,2,30
13993,170000,2,1,1,50
13994,160000,2,1,2,36
13995,400000,1,3,2,35
13996,340000,2,1,2,29
13997,90000,1,3,1,31
13998,140000,2,1,2,32
13999,280000,2,2,1,27
14000,180000,2,2,1,40
14001,500000,1,1,1,53
