ID,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6
11107,-20,780,780,1560,780,0
11108,254332,257628,161545,0,0,0
11109,552,276,381,404,943,1909
11110,3289,5189,7128,5916,9634,0
11111,780,0,780,0,0,0
11112,3214,0,3030,1167,2255,0
11113,1196,1563,1443,1443,1443,1443
11114,85220,86745,71536,72964,64487,65845
11115,0,0,0,0,0,0
11116,167428,168827,148031,92943,94464,92899
11117,58392,61562,61392,59619,59814,58571
11118,51900,1000,0,0,0,0
11119,162,1879,1707,617,620,0
11120,26981,26264,27240,27440,28000,0
11121,390,390,390,390,390,390
11122,1356,326,326,326,476,326
11123,7690,8805,9502,10189,10869,11533
11124,68677,68947,67025,64850,63658,63005
11125,2275,0,0,0,0,0
11126,70522,72062,73511,75314,74172,71933
11127,422,1334,3962,0,660,1840
11128,2516,0,1890,1712,4180,3820
11129,27571,337,3734,-45,1905,22636
11130,19666,20076,19875,19659,19310,16286
11131,43791,42809,45085,48020,47120,50319
11132,146480,147880,146958,147218,146817,103651
11133,0,0,0,2219,390,390
11134,17749,22130,42532,-118,67910,54976
11135,326,326,326,326,326,326
11136,25118,26128,25248,26386,24171,25607
11137,100224,101236,101125,96765,99823,96165
11138,2585,1649,3474,1952,2182,2305
11139,2880,1435,1170,780,390,0
11140,37934,39020,40071,41098,43536,44670
11141,30712,27597,25427,21230,17357,13303
11142,232319,109791,106730,93882,91746,76547
11143,8756,930,8400,1900,0,9198
11144,115700,119834,121342,124337,127181,130147
11145,3415,2419,1541,1345,23018,1989
11146,168182,165850,163366,151904,146707,140104
11147,780,177,1170,390,0,930
11148,2345,3595,1537,360,0,785
11149,6620,7114,3948,18838,-71,8929
11150,24635,23020,22496,22070,22101,20724
11151,1389,7139,813,3028,5264,208
11152,8857,9964,9654,10348,10044,10009
11153,76440,1397,56449,55121,54797,19732
11154,2644,268,157,1484,307,157
11155,5742,4576,4139,2583,0,0
11156,10128,19631,23906,373,3073,7418
11157,2930,3300,2860,4216,2609,9609
11158,37408,37681,37987,37100,37098,37846
11159,9705,2170,0,0,0,0
11160,8040,8099,45964,6496,11108,3321
11161,45256,41608,36554,19367,19705,19696
11162,8125,7017,10525,13295,11024,6666
11163,0,0,9625,8864,9248,23353
11164,3060,2337,766,316,4356,316
11165,4499,0,2299,900,1400,0
11166,192727,194694,188465,189094,179211,87266
11167,91296,88979,97448,105795,103988,110769
11168,2781,18180,3463,4256,4244,10032
11169,15465,16489,17509,17856,18270,18967
11170,16082,27310,12811,11111,24586,11992
11171,1176,0,41,1062,-201,-201
11172,67573,68884,70511,48772,27026,26056
11173,58643,47548,48491,28518,29157,30073
11174,18495,1609,17707,31778,46063,43101
11175,51400,0,0,0,0,0
11176,71593,71123,29040,106509,85608,86191
11177,90874,79901,82451,83201,77081,74441
11178,48779,50097,50313,10264,10082,9899
11179,15138,16396,6989,6619,7362,7252
11180,55222,54293,53294,51558,52800,51806
11181,140329,128107,131132,96083,97453,99426
11182,84151,87784,90424,92022,95377,98237
11183,50940,48429,23091,10202,10476,10161
11184,8289,389,389,389,389,389
11185,191262,183554,164619,133372,92101,60389
11186,147977,149890,124283,123733,123275,122624
11187,40735,36337,36882,34000,34798,35488
11188,3603,272,5881,0,3331,0
11189,67761,63187,58719,60737,63593,82202
11190,83158,91759,88487,88201,87219,86803
11191,9110,10454,12274,11780,14578,18309
11192,0,0,22015,22649,24583,25227
11193,170678,26031,191493,136249,111454,96425
11194,140876,48005,13650,12371,12511,10697
11195,0,0,0,0,0,0
11196,11136,20649,-1001,-1,-1,-1
11197,4174,3821,1113,390,390,14613
11198,131139,132596,127906,86109,81941,84545
11199,148352,151267,143254,137379,35290,1200
11200,7600,8473,8793,9106,7792,7500
11201,105836,108055,110258,112451,115090,117064
11202,21149,1729,20468,-16,3109,18216
11203,4285,1866,5256,4451,9937,13102
11204,173103,176817,180416,184018,188151,199766
11205,37458,38514,30266,30897,30050,24651
11206,326,326,4058,5732,7406,4124
11207,2443,2443,2443,2443,2443,2443
11208,82898,80400,29253,29196,22400,3605
11209,97832,98403,99263,100920,86781,71408
11210,198,3125,200,22397,28782,18617
11211,0,2521,5145,8422,6374,1566
11212,134836,128038,126862,97925,100484,54125
11213,125824,80801,81929,41671,42034,32219
11214,67,0,0,222,836,1259
11215,1872,1249,1872,1453,1453,1034
11216,6392,3773,17917,21057,0,0
11217,15519,19520,21103,20101,20402,20132
11218,699,309,-471,1479,1320,930
11219,-857,29237,1170,780,10500,0
11220,496,1188,940,965,965,726
11221,50456,51400,0,0,0,10400
11222,8730,8523,9527,9713,9762,10312
11223,61966,60308,47536,17079,18219,19542
11224,63314,64699,66029,66836,68390,69800
11225,50297,46613,46666,20162,19864,19680
11226,11640,10685,9730,11645,10702,10392
11227,11983,7759,16799,32372,6680,4732
11228,3362,64602,18070,910,9080,4839
11229,63908,64224,4595,636,72955,-18
11230,9164,0,0,0,0,0
11231,0,0,0,0,0,0
11232,4560,7302,9011,11540,14180,15307
11233,39105,45868,44567,37437,41321,43970
11234,89595,126322,59115,57149,54180,51796
11235,0,0,0,0,0,0
11236,62446,54074,46407,38874,31324,24031
11237,373702,343591,352484,338823,283288,185288
11238,21116,21470,200,0,28740,1295
11239,390,1260,598,2056,4300,1802
11240,129728,132185,126527,126407,131572,127154
11241,28290,30728,29701,29121,29715,0
11242,40798,38937,34737,18702,15604,16333
11243,131490,145714,147332,149199,151978,148131
11244,29944,29399,28632,30363,29594,30932
11245,8169,11027,27469,150,262,3467
11246,267116,271396,265433,270868,285667,290318
11247,1310,0,0,0,0,1350
11248,111752,54470,48311,38221,33947,24731
11249,46578,39085,18628,19002,19715,18900
11250,0,0,0,0,0,5659
11251,147476,140352,110722,98874,65258,58027
11252,135184,139664,142293,113086,115433,117789
11253,102141,100600,103156,94090,95922,99324
11254,135056,130889,127768,130339,133035,135715
11255,1994,390,390,390,390,780
11256,21643,19743,20298,15475,15852,16208
11257,42667,43734,43495,43504,45987,44274
11258,126785,129752,132554,268084,137061,129250
11259,67788,22453,13683,22970,5409,4490
11260,103540,98205,12605,10437,7920,7350
11261,6268,8221,6997,8028,9510,8815
11262,51244,51819,53375,54620,56170,57240
11263,0,0,1990,0,0,0
11264,4393,4178,10018,5353,5465,4559
11265,6933,9301,9000,0,10500,10674
11266,27163,29408,29395,28895,105,955
11267,16965,17398,18310,18611,18966,19403
11268,25078,20970,14407,6820,10099,7806
11269,0,0,0,402,0,2054
11270,132090,143966,155632,162379,156655,157536
11271,0,0,0,0,0,8081
11272,495,330,495,330,165,340
11273,21605,20987,20200,19600,19600,20000
11274,45013,43995,39478,19865,19388,19792
11275,20356,21504,21729,23113,22936,23378
11276,40851,41891,44788,47728,48617,49669
11277,100699,94528,89010,81545,75592,68715
11278,-11,-11,-11,2894,0,530
11279,14096,15558,16986,17700,19401,21067
11280,2500,0,0,0,0,0
11281,5188,-26,3955,0,708,2773
11282,298072,305851,245210,204845,190840,165498
11283,66978,65198,48951,17744,36230,37128
11284,26568,27456,27915,27185,28806,28208
11285,0,0,3508,3508,-200,-200
11286,22578,23720,23046,23314,23801,24354
11287,1554,1645,1408,1800,819,886
11288,7230,9835,8217,2963,15437,15722
11289,47038,51310,49956,19485,13925,15706
11290,1558,0,940,0,699,0
11291,42627,39610,26538,20818,19759,17907
11292,247,1562,1548,768,0,0
11293,0,177,1460,1460,0,0
11294,18653,19844,20908,21560,22214,22845
11295,20001,20041,20205,19998,20367,20399
11296,8830,9533,10220,10353,10636,10711
11297,54932,85672,41483,19394,18893,19043
11298,11530,11753,0,2855,1730,0
11299,26833,23626,20571,15423,15001,14917
11300,137614,137133,134970,88806,86858,89970
11301,50612,43616,43339,29735,30360,29697
11302,54,54,54,54,54,54
11303,73839,78934,76649,81845,80021,82334
11304,1993,2722,2753,291,582,291
11305,380417,377866,-3634,-3634,-3634,-3634
11306,51319,52214,50260,32502,27697,25940
11307,29810,1651,0,0,0,0
11308,17949,5693,28669,1207,2654,1441
11309,4394,3366,9379,4253,4403,4326
11310,6959,6891,980,4059,2473,3332
11311,10410,11431,12439,12530,12790,12891
11312,8000,8000,8000,8000,24406,18043
11313,88832,90687,84613,89944,80339,77214
11314,0,0,0,2072,-28,-28
11315,50110,50322,27078,19107,19506,20024
11316,9612,19253,6665,0,0,0
11317,78453,48208,8882,47695,48461,48903
11318,191426,190339,148694,150872,149218,152598
11319,496,496,-4,400,2800,17333
11320,0,0,0,0,0,0
11321,46915,115681,110827,113078,98901,100466
11322,5581,2833,1162,325,325,325
11323,15584,4377,0,0,0,0
11324,7477,6519,1403,5773,2464,2108
11325,34449,35009,21307,8840,8131,7535
11326,19133,0,0,0,0,0
11327,390,99235,98080,97224,97940,99170
11328,43045,44088,45102,45861,47951,49252
11329,6476,10023,12947,16095,23343,26028
11330,156252,121999,28119,100540,88865,88526
11331,285038,291480,298378,131103,128742,124882
11332,-331,19398,1238,5300,0,16100
11333,6872,7805,8801,18601,18909,39156
11334,14750,14229,16438,16770,17995,17556
11335,0,1200,12466,16870,17741,13049
11336,332,332,328,1024,1888,1132
11337,2144,2085,2431,2198,14487,725
11338,52234,39644,19920,9155,14155,3867
11339,6806,6552,7561,7712,7936,47743
11340,4221,336,0,0,0,0
11341,4767,0,451,0,424,1482
11342,27369,27961,28509,28628,28785,28921
11343,17213,19041,18449,17857,18735,19277
11344,41932,38411,30659,30963,30505,28696
11345,0,8016,1200,0,0,0
11346,20574,21041,19055,15335,10812,6483
11347,0,0,326,326,-235,-235
11348,11926,18095,5552,3038,11094,8670
11349,153392,143297,140984,120742,115637,111354
11350,48206,45445,43875,34003,33079,28257
11351,18920,20302,19477,20210,20077,20022
11352,14054,15078,15787,16100,16437,16764
11353,792,0,396,485,46773,47313
11354,180225,85799,103459,80237,74627,52057
11355,12547,14699,900,900,0,0
11356,3600,5184,5719,0,0,7632
11357,12603,13103,13785,13911,13548,14465
11358,10960,12030,13125,14104,13735,14307
11359,272,894,2168,762,660,3140
11360,88346,85975,86302,67592,69518,68228
11361,19698,19224,18690,17392,16408,16343
11362,162757,143233,130477,99119,101535,89883
11363,0,0,0,0,150,560
11364,14332,8257,11505,17264,10919,3185
11365,81511,65605,62779,634,892,412
11366,7261,32333,12610,7850,977,9205
11367,94450,96632,99127,100581,102800,104931
11368,0,0,0,0,0,0
11369,1344,0,0,0,0,0
11370,17834,8511,1651,9984,10096,9847
11371,51396,52908,7456,7608,7978,10400
11372,44249,45146,30089,30400,24236,22002
11373,17576,17632,18385,18657,8539,0
11374,47709,47838,49597,43885,0,0
11375,197175,210932,217394,221950,228203,233974
11376,16600,19190,20384,23255,22495,380
11377,2343,4666,3492,3008,16871,19188
11378,25395,26421,27741,27982,28589,29157
11379,4236,5230,6570,7192,6437,12499
11380,0,0,0,0,0,0
11381,80740,82439,84125,85968,88679,99558
11382,6402,13301,3762,7483,6399,9145
11383,59291,60720,59503,49305,28903,28577
11384,91915,92168,90705,40086,41449,42260
11385,17868,18028,38126,18690,19082,19505
11386,390,390,390,390,390,380
11387,8693,10045,11776,11776,10886,-1000
11388,1972,582,1891,0,1908,290
11389,3983,4764,5528,7420,8298,8019
11390,5014,59970,18585,13835,45476,25125
11391,9561,5866,1297,0,0,0
11392,3503,3354,858,5505,2263,10352
11393,2081,991,1982,991,1091,1420
11394,2536,3147,8321,4453,4038,4764
11395,23559,23381,540,150,-30,170
11396,0,0,0,0,1015,0
11397,49340,48297,49255,8838,9011,9872
11398,703,-20,-20,-20,2663,-677
11399,138859,141393,135784,136258,137747,138593
11400,49464,40359,34533,36819,32467,35806
11401,127902,131631,133090,130937,134043,137023
11402,49667,33900,33545,16666,0,0
11403,1562,1499,-3,-3,1274,0
11404,20460,19860,19100,18500,18500,18500
11405,36904,34372,38496,37580,38820,39693
11406,7011,9639,8102,8585,12633,20338
11407,4400,942,1058,2106,2282,2531
11408,207627,212821,214885,219204,223899,228279
11409,180189,191054,192447,188156,183299,180090
11410,12696,9883,2035,6337,3388,2132
11411,4900,7222,3150,0,0,0
11412,1783,1251,629,0,303,219
11413,29285,29390,30300,29463,29531,29901
11414,52268,53440,54615,47146,47486,16937
11415,7576,15532,7626,11896,15520,7156
11416,4417,93163,90056,69832,46645,11869
11417,6734,7752,8763,8938,8568,9357
11418,101767,41823,33740,17009,11580,0
11419,0,0,0,0,0,0
11420,173,274,0,0,0,0
11421,198,29430,22925,6120,6519,12051
11422,136324,138438,0,0,0,0
11423,41540,390,390,0,15666,15915
11424,390,390,390,0,780,0
11425,34378,37584,38072,37160,39628,40428
11426,7067,998,0,0,0,1604
11427,35419,31195,26849,23060,23060,-129
11428,110162,107008,103800,106075,115747,113999
11429,86598,88304,90648,93164,94167,97672
11430,2500,0,0,0,0,0
11431,381,550,547,226,73,-121
11432,79545,80932,22320,22765,23393,23470
11433,3601,-876,6440,2802,1290,4547
11434,59693,61732,62411,64372,70015,68745
11435,127571,116768,55863,57079,51202,53195
11436,6218,6959,8635,8350,9063,8771
11437,150,150,150,150,2500,0
11438,37159,30814,27382,28081,28578,29450
11439,20027,18971,19339,19733,19799,10400
11440,36571,35484,41862,21655,64645,44627
11441,232044,236365,229553,190525,192974,186407
11442,0,0,1668,844,200,2930
11443,18691,21072,20039,20042,20097,20288
11444,3015,2620,1330,0,0,0
11445,17304,0,26373,26644,26079,27941
11446,49803,25781,18400,10978,1175,32857
11447,227,6686,11609,3234,1414,5281
11448,7114,8223,6557,16128,7539,5300
11449,43265,28007,24986,23844,20650,0
11450,26990,24706,25022,26405,25861,27778
11451,75234,76417,76916,51070,52727,54847
11452,28164,27432,28668,29191,35551,34420
11453,50468,48621,49987,19663,16769,16550
11454,1388,0,980,0,0,0
11455,7789,9656,7477,8370,8890,6424
11456,59063,53377,37418,37543,35447,35641
11457,5888,0,0,11310,11310,0
11458,79705,59716,38343,37834,37429,36991
11459,18577,18961,18126,16557,17519,17111
11460,4943,2691,2060,2004,2503,814
11461,780,0,0,0,0,0
11462,15655,3918,29881,24247,21664,1556
11463,7194,6934,8786,8014,0,0
11464,29272,29096,22088,21624,21833,18174
11465,28574,14220,14188,7058,7976,7734
11466,28885,27924,27709,27457,26848,26407
11467,0,6010,7069,43957,30693,13264
11468,1340,950,1560,1170,780,780
11469,649,949,1938,81,671,8067
11470,5331,6020,1194,694,1800,186
11471,5378,6482,7308,5736,6236,-764
11472,16235,17857,18862,18931,19624,20049
11473,16330,15784,18200,17613,18371,19865
11474,66866,27072,26744,28087,27393,26646
11475,43334,41935,14854,14125,12176,13827
11476,10274,10750,8699,7199,5699,6275
11477,27959,13855,16277,0,28743,8210
11478,9500,7913,9572,9281,8835,9038
11479,35755,72000,0,0,0,0
11480,30452,36919,24268,3210,3240,11095
11481,3303,125,7351,1279,0,0
11482,32117,3502,2056,7756,4993,918
11483,27555,29798,31028,33544,35328,41835
11484,16601,14414,11307,11139,11361,9816
11485,25487,26513,27026,27871,29017,28403
11486,30821,33009,34867,24438,18883,14737
11487,7684,8685,8557,7319,7650,8862
11488,77720,79417,81326,81650,83354,85163
11489,39416,40784,42791,43797,44938,47177
11490,8243,10742,3300,0,1270,0
11491,71455,79079,73583,79481,115741,168319
11492,82902,84897,56023,57137,58333,59373
11493,188106,178067,178018,172200,164032,165857
11494,39843,40662,41971,43020,46150,45288
11495,4590,4218,5090,2043,8479,236
11496,730,1550,0,2000,700,760
11497,76304,78680,79897,27950,28579,29138
11498,352016,341600,321232,307354,285901,272322
11499,396,396,396,396,396,109
11500,0,2500,0,0,0,0
11501,1391,3498,8963,0,14660,62832
11502,42120,41444,33933,28945,28131,27531
11503,0,10121,390,2809,390,390
11504,0,0,0,0,0,0
11505,9659,10610,6525,3660,0,0
11506,390,5548,7001,6695,0,0
11507,2068,6000,6457,6177,0,0
11508,523618,483244,459273,386722,366421,241182
11509,-271,-1648,-2437,95131,46017,46470
11510,113270,112012,114535,115448,117426,115675
11511,1650,1650,1650,1650,1650,1650
11512,37822,40900,39944,40744,42084,42923
11513,4101,7101,5500,5500,5500,5463
11514,46576,43583,45569,46533,47653,49729
11515,135654,173946,176894,170754,172332,175960
11516,1617,7785,3420,814,-494,8006
11517,82348,82156,83318,81380,83710,88057
11518,14026,9154,2778,9981,23989,22667
11519,10882,11952,13047,13330,14112,14477
11520,6772,7790,8799,8974,9162,9375
11521,79899,82012,84079,85614,87053,88657
11522,19185,18621,19605,19717,19203,19871
11523,616,1370,916,316,898,748
11524,42040,30427,17818,17028,16387,15728
11525,33800,0,0,0,1972,0
11526,16657,2578,523,1855,14539,7647
11527,10430,3313,490,6974,8018,8441
11528,18733,20081,17245,13507,14479,14083
11529,103772,95228,87678,79254,71836,63675
11530,0,0,0,0,0,7010
11531,65220,68155,70184,71784,78659,81212
11532,37875,150573,32413,193427,21978,38102
11533,10458,9899,6618,3895,4037,12959
11534,874,-256,-255,-538,107592,168966
11535,416,416,416,416,416,416
11536,37361,21796,10798,9198,2314,14497
11537,60473,151786,109495,13785,22173,10482
11538,0,1010,0,0,0,0
11539,0,0,188,0,0,0
11540,0,0,0,0,0,0
11541,48850,0,0,0,0,0
11542,45841,37221,34718,32148,25380,22701
11543,-201,349,-199,0,199,199
11544,239206,212271,191813,193555,197090,200841
11545,1000,1000,1000,1000,2000,1000
11546,73772,75299,72978,67877,60444,61737
11547,780,0,580,-200,300,0
11548,16179,1520,2031,2593,45858,161299
11549,24396,25463,27036,27074,25911,26431
11550,49171,50376,51536,52782,53781,55389
11551,0,0,0,0,0,0
11552,476,476,476,476,1102,476
11553,-36,-18,-18,-18,-18,-18
11554,175570,141773,132747,94651,73734,62519
11555,161569,159190,155821,153075,151269,149723
11556,54806,54544,55357,56281,56483,56685
11557,61618,61382,34958,33760,32946,0
11558,621749,550102,475386,384078,397682,399659
11559,14489,15460,15514,14968,16026,15619
11560,210333,206332,214981,194817,186895,168541
11561,-644,-644,5170,-1496,-2366,-2366
11562,0,0,0,0,0,0
11563,77967,79561,61018,36084,13693,79701
11564,42451,43564,45522,46832,37683,28680
11565,3165,13538,390,1050,1251,962
11566,3394,-186,37392,6106,14839,11209
11567,3692,-16,1886,4700,0,0
11568,39587,17900,5307,23102,64617,10542
11569,52930,960,354716,361373,368484,365148
11570,13786,14418,15429,15094,15525,0
11571,48492,49934,24753,123439,132269,129224
11572,0,0,0,0,0,0
11573,-608,1966,4421,8521,8323,16620
11574,3634,6568,7307,8027,8892,9739
11575,10427,-20,-20,-20,-20,-20
11576,18835,22319,18732,11986,13596,7469
11577,836,390,780,390,390,0
11578,23384,22722,24909,24210,26103,27554
11579,71770,74066,75907,77723,79550,81801
11580,4968,4713,2290,1764,1728,1954
11581,23094,18951,18977,12055,7878,5531
11582,40846,3099,1950,1170,780,780
11583,51721,46381,25254,10740,50207,10298
11584,1908,12699,7819,7831,5428,2295
11585,158819,161487,157577,168094,170922,166972
11586,61066,62999,61388,64376,67347,74960
11587,2599,1302,1852,736,3542,1852
11588,0,0,277510,279493,285447,291183
11589,651,1650,651,651,651,651
11590,17989,17417,19807,20186,19725,22225
11591,125623,128592,137440,126342,130295,132945
11592,1480,9202,26390,13007,7387,20018
11593,399,399,399,798,399,399
11594,-1020,25607,23922,24399,24919,26884
11595,40173,41150,0,0,0,0
11596,40754,41588,43409,45919,48530,0
11597,4938,2277,1209,0,1440,0
11598,9799,299,0,800,800,180
11599,3394,8338,11744,9359,19002,8443
11600,53320,52754,27231,26852,27820,25529
11601,9240,386,12870,11173,1719,413
11602,89604,97129,98795,98925,100017,99607
11603,10043,9616,9718,9916,9250,7461
11604,61190,62506,63864,65130,66494,67441
11605,47520,46256,32029,31397,27834,28153
11606,326,326,326,326,652,326
11607,21203,21828,13776,8226,12497,4503
11608,2995,3808,5736,3328,3901,3413
11609,24621,23948,24751,26493,25936,26304
11610,1199,2528,3781,6076,6336,10570
11611,30455,30403,30454,29227,28929,29484
11612,227457,232729,223431,226361,223508,238587
11613,10593,41217,8815,24012,0,2229
11614,28949,30319,29400,30000,0,0
11615,0,0,145,0,0,0
11616,390,390,0,780,0,0
11617,26494,26675,29111,28325,28840,5450
11618,112380,113369,113214,108350,109072,106848
11619,5931,2294,900,0,0,0
11620,46693,14453,6701,3581,0,6000
11621,141740,138128,128812,131374,135353,137238
11622,92481,90698,80720,69788,63868,40136
11623,23662,25970,28531,30072,29323,28709
11624,130171,12666,0,0,0,0
11625,92693,87415,69552,38898,31222,55801
11626,12642,13740,13818,13994,14222,14537
11627,119836,21836,11036,29836,986,21615
11628,222,3,3359,2924,0,0
11629,195456,199692,171784,175197,179069,189686
11630,216582,110865,74340,47152,48138,49171
11631,4151,4357,10513,9137,7781,28870
11632,31236,30141,18683,19055,19462,19343
11633,78429,81991,81688,100841,23528,32579
11634,836,4247,17162,12949,12023,7324
11635,247280,250007,261236,223092,185522,170190
11636,2431,5026,3720,3465,4218,2913
11637,48603,48338,45090,19031,19534,19301
11638,33094,47035,44384,45267,46215,47949
11639,10406,5068,2023,1163,0,0
11640,18103,18418,19270,19810,19583,20231
11641,55647,57737,58577,60169,58426,58204
11642,16869,17895,18939,19150,19549,20073
11643,1755,1890,735,1575,316,5039
11644,4269,4057,5326,5092,6008,5618
11645,45747,40851,35933,30605,25189,19766
11646,0,4835,2220,11303,9359,9041
11647,49112,48450,19790,50123,45987,46555
11648,73070,74847,97369,98232,97752,0
11649,29336,30502,31161,25294,24843,19576
11650,730,4426,820,0,2653,0
11651,0,0,0,0,0,0
11652,-915,-915,-915,-915,-915,-1070
11653,0,150,0,597,0,4740
11654,10764,10454,11862,12104,12351,8000
11655,52906,54454,53457,55128,52788,53671
11656,582,0,582,291,4471,5394
11657,2500,0,0,0,0,0
11658,2742,3131,2664,891,1927,4250
11659,61014,59473,56912,47513,42945,45648
11660,59885,59054,60254,59604,60707,61988
11661,13683,13178,13853,14823,14443,15802
11662,16089,17127,19108,18503,20100,19629
11663,86792,88106,89419,88758,85239,81723
11664,27358,28422,28858,29289,28685,30847
11665,43098,10606,49815,19857,56064,45427
11666,12842,9490,6955,28300,13227,11202
11667,144837,141815,143704,151572,149807,153088
11668,29072,29276,30204,28501,29687,29497
11669,35454,33824,28528,28102,25574,26524
11670,124838,102995,17383,172065,181981,174744
11671,18490,25404,19789,19985,19676,6971
11672,46335,45319,50030,48940,48026,55979
11673,84729,102693,41266,39634,115440,133580
11674,24729,20285,26026,12059,9765,10097
11675,79872,85538,77063,40102,52454,12314
11676,184602,187145,190983,188714,196262,198059
11677,2706,161,250,2561,-295,-295
11678,49046,49221,46505,6991,4809,1890
11679,108028,104626,101376,80840,75462,75957
11680,16584,16009,64886,66202,72526,74323
11681,231550,223337,206390,0,1257,33592
11682,86974,98246,95884,93528,96397,96258
11683,38609,41992,36607,38828,38325,39222
11684,3526,-4,1473,2517,1217,4459
11685,784,4184,0,0,0,0
11686,237515,230471,233421,201240,186444,158521
11687,232943,236437,133385,136654,136639,123951
11688,228342,235380,240049,107993,110691,50143
11689,60660,57718,38144,29542,30700,30064
11690,5751,1501,624,0,1000,1866
11691,0,0,798,0,307,497
11692,67139,60995,62728,63223,63011,43156
11693,102383,92704,87338,46927,80194,0
11694,750,0,0,790,0,2803
11695,390,390,1560,1170,780,390
11696,4400,-220,-220,-610,390,0
11697,188,2791,188,376,188,6884
11698,1473,1473,1473,1473,1473,1473
11699,4762,6712,1814,4811,1379,6136
11700,12278,13209,7215,1520,0,0
11701,120568,122285,123294,81042,81225,79777
11702,49583,53275,51960,49723,47120,46188
11703,97933,78409,58998,60219,61748,64220
11704,-10,-10,-10,-10,-10,-10
11705,21508,20881,23217,28498,28060,29999
11706,1050,1050,1050,1050,1050,1050
11707,10540,0,9871,9739,66,230
11708,170971,165806,146001,113907,115578,111863
11709,15859,18486,18686,18983,18540,19775
11710,-146,15414,1857,550,2602,10381
11711,15438,12140,11225,6688,6908,6438
11712,61606,61950,200,51099,24487,17624
11713,121400,123055,118030,122443,120370,123766
11714,13192,14668,15614,17155,16741,19131
11715,17816,18247,33230,5168,0,0
11716,18996,20806,22447,24337,23808,24610
11717,54126,57919,57778,59227,58151,61966
11718,4310,3905,2411,1925,2943,6249
11719,0,0,0,0,0,1273
11720,44594,45588,46540,47378,46490,47758
11721,190672,186230,188391,199101,185247,165232
11722,273430,268256,262467,254307,249106,242741
11723,81848,7653,47633,1296,0,0
11724,152689,148126,144978,141639,138383,134951
11725,19189,19226,18371,18400,0,0
11726,1188,3071,7854,10426,16784,4334
11727,36917,38260,32680,23472,25436,34309
11728,131724,130186,124530,115800,98268,83729
11729,11431,6857,6865,8209,4825,4322
11730,18062,18374,19222,18014,18627,15811
11731,23905,10163,20426,15592,12541,8667
11732,18321,18446,18285,18235,16259,10640
11733,7231,7497,9355,9594,8535,8713
11734,10430,24979,29925,25423,7064,15920
11735,65054,57314,54485,59415,57110,19339
11736,21295,22629,23338,23810,25418,26050
11737,187068,193245,204730,246985,240543,227725
11738,36809,24248,18588,18958,19355,19788
11739,87199,89008,90834,95499,93857,99504
11740,5000,5000,5000,5000,5000,5000
11741,18400,0,0,0,0,0
11742,396,396,396,396,396,396
11743,27141,25125,27835,24743,28020,25607
11744,5942,8176,8891,9522,9084,8792
11745,20730,-270,53895,-105,20895,20835
11746,2610,54223,57299,50418,48093,3389
11747,37711,40102,78400,3000,0,0
11748,5759,8395,1768,4284,7202,2014
11749,46092,45074,48287,49091,50149,51176
11750,46248,50893,48854,50901,50015,48179
11751,59321,56454,53278,19437,19845,19911
11752,5190,649,0,0,0,0
11753,52547,53829,53841,54486,55198,55878
11754,124105,127593,130474,134296,139117,143634
11755,0,0,6204,6204,0,0
11756,48973,50601,49805,27605,29447,30045
11757,3390,390,780,780,0,0
11758,0,0,0,0,0,0
11759,53584,41935,30077,30246,30257,29768
11760,98918,96916,98492,89961,93971,85526
11761,-488,-488,-488,-488,-488,-488
11762,125063,118843,137751,141330,146389,132617
11763,47399,48711,48642,49062,149034,181876
11764,4128,5550,6599,6839,7228,7457
11765,500,0,0,0,0,0
11766,33957,4976,176,21601,7423,9252
11767,498,135,0,0,0,508
11768,167,3690,1735,1735,1714,843
11769,25419,19045,19270,11915,114479,24511
11770,75472,75095,59335,54668,22780,13417
11771,5310,5484,14539,13291,3645,4763
11772,435,435,1887,435,435,435
11773,1060,3229,4107,5931,4665,6607
11774,48905,49764,36535,32428,15313,16057
11775,1060,777,7971,-8,-8,-8
11776,8944,9882,9538,9808,8650,0
11777,64913,63387,58840,56431,56859,54449
11778,8839,18814,14776,15582,7722,10156
11779,15602,16629,17638,17989,18383,21781
11780,5521,2197,1010,0,0,0
11781,48006,48159,46099,47039,48286,48974
11782,5310,2691,3367,-46,9285,-14
11783,32000,3417,4700,20916,9695,6361
11784,16371,17801,18256,18425,0,0
11785,3035,5802,5561,8455,9730,8999
11786,836,390,390,390,1487,3560
11787,6105,7347,8000,8000,10000,0
11788,18961,4371,3391,34282,12983,0
11789,2049,805,1672,12205,3487,24764
11790,360,0,91059,155,28100,4544
11791,48403,49448,50125,9717,9549,9840
11792,23800,297,9342,3518,5597,717
11793,22747,16260,6500,15525,0,0
11794,30698,29034,28317,27872,28456,28230
11795,9980,9178,7912,4838,10096,10112
11796,31825,56333,70133,63177,63670,22407
11797,167,616,640,526,336,527
11798,46640,50865,54401,57873,61917,63880
11799,28387,36276,17445,15575,8075,-589
11800,2624,-26,5214,17187,2848,5287
11801,18556,19162,19293,19298,19198,0
11802,8392,-100,0,1828,2800,0
11803,27459,28514,29733,30138,33248,32564
11804,64937,63240,51426,37872,33780,47367
11805,0,0,554,4131,930,0
11806,12171,11554,7830,4305,5427,6180
11807,127933,133279,127636,138164,142921,153691
11808,326,6914,2343,23834,11000,1315
11809,46300,10849,8857,9658,9359,9554
