ID,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6
10947,80133,74838,62696,27693,25594,29155
10948,122187,123790,125258,125214,131276,114050
10949,18220,18743,17624,17457,21386,4340
10950,292,7948,3363,1774,0,0
10951,390,390,0,780,5018,5275
10952,325371,326867,322454,275928,264601,265494
10953,83482,80406,71540,68325,65105,62011
10954,35792,36894,44848,39219,32008,19397
10955,91938,85927,71707,92695,86244,71538
10956,2227,3432,4416,5275,0,316
10957,97874,130901,127985,126207,126814,125640
10958,253197,258621,262825,268326,284625,290787
10959,96833,78920,74310,75710,77503,73945
10960,569023,562316,475333,473182,481896,513798
10961,22563,22222,21783,9421,8809,8596
10962,4328,1518,1958,368,1613,1371
10963,22343,24678,25079,24380,26022,26542
10964,41104,6784,6346,1409,14107,8379
10965,59189,35690,33984,34384,29340,21985
10966,23242,24575,25284,25938,26478,26889
10967,77871,71898,72926,73745,75675,75999
10968,1571,361,1716,460,0,0
10969,116292,118781,121030,119267,116142,113887
10970,54770,58257,59675,60646,60071,60066
10971,35695,40924,0,0,7687,21200
10972,50089,41382,36995,17726,13623,13781
10973,60261,60129,57488,47846,48464,48940
10974,21959,24685,24983,25375,25923,25358
10975,21447,23429,26158,29486,27166,25954
10976,390,390,390,390,390,390
10977,49530,18717,3053,3537,46816,47398
10978,143804,145244,145978,41600,2500,2500
10979,49615,48552,50175,12790,12743,17305
10980,0,0,0,0,0,0
10981,525,7792,8347,10471,9813,10690
10982,2500,2500,2500,2500,2500,2500
10983,50456,51400,0,0,0,0
10984,3814,2688,500,2870,1141,679
10985,1156,316,1156,736,316,1156
10986,25198,25988,27107,27450,29193,27372
10987,30300,1689,409,1333,168,140
10988,0,0,0,0,0,0
10989,106932,103381,75794,76947,79105,72344
10990,89635,80129,75246,72996,73177,67271
10991,858,2310,1716,929,978,0
10992,1886,8013,3962,1410,1410,1410
10993,91178,99541,74718,64087,72992,74646
10994,205498,210424,212979,207759,212014,225246
10995,196931,138247,96888,16476,12534,394163
10996,10849,3701,4600,2300,0,0
10997,435737,421983,414453,422168,423674,413326
10998,4476,5814,5254,15570,10117,1875
10999,20655,21718,22316,22762,20231,19445
11000,1300,179,0,0,0,0
11001,32346,35595,34113,35513,36513,35956
11002,156951,115610,81334,78637,36993,22089
11003,29852,30348,31570,32661,0,0
11004,62062,62617,57990,51537,52486,48483
11005,20139,19067,19787,19682,7468,2312
11006,25300,23150,20999,21423,19049,18282
11007,208603,211340,166739,166464,168722,170299
11008,12026,13531,13017,14299,13927,15692
11009,873,7233,2701,1900,45517,9451
11010,1414,1080,97,1749,0,0
11011,0,0,81677,46177,3308,2912
11012,4516,-630,18976,8005,3034,9287
11013,79210,660,15360,891,13460,32136
11014,73472,75431,76296,77260,72907,63104
11015,43050,43410,36226,29369,25873,26101
11016,555,0,0,0,0,0
11017,1050,1050,974,1224,1224,1025
11018,156098,156259,155404,153234,156731,155818
11019,725,1172,1619,1266,1212,1324
11020,98700,0,0,0,0,-3500
11021,8565,86497,138640,75983,44160,34671
11022,2494,1999,6632,6150,10122,2689
11023,193,188,299,829,338,865
11024,63143,59608,59182,27882,24574,22330
11025,51054,52127,52651,53851,53095,54316
11026,40181,66569,19281,18679,12980,8592
11027,207571,182384,161295,199803,198614,2383
11028,40985,41028,42041,42842,43757,45403
11029,390,286,9457,10311,10374,10692
11030,17196,20609,20654,19118,18104,19846
11031,17312,17762,18814,19614,0,0
11032,7516,23485,7398,6143,9634,9581
11033,25229,25533,24441,24441,11255,0
11034,5685,5448,7347,8024,7751,9607
11035,9417,4638,3617,3787,4820,914
11036,18139,17559,18662,21345,20721,20836
11037,3354,-18,-18,-18,-18,-18
11038,112133,116017,119576,121954,124517,127441
11039,0,0,0,0,0,0
11040,29864,29104,31379,27969,9513,1346
11041,11023,9497,4273,0,6805,5554
11042,106203,108327,106142,102449,100212,102674
11043,118096,120455,116061,116959,112050,111153
11044,1090,1257,1090,1090,1090,0
11045,90828,83479,73749,68512,72518,65890
11046,99687,0,0,0,0,18000
11047,5490,4471,5570,6676,5235,3728
11048,50947,23750,11105,5960,5220,3024
11049,75619,77116,78252,78470,81056,82572
11050,-7,-7,-7,1544,-43,-43
11051,8244,10569,8159,8241,9103,9361
11052,109994,125138,114344,96995,100086,92344
11053,2057,1722,716,926,0,0
11054,0,14121,0,0,0,150
11055,49138,49718,49437,40186,19179,16043
11056,3352,3352,3352,3352,3352,3352
11057,5392,6038,6972,7037,7603,10602
11058,7127,6872,3381,1151,1155,381
11059,114180,115491,109226,111673,111053,105999
11060,0,0,0,0,0,0
11061,31218,32321,41713,42233,43288,46001
11062,3556,326,326,476,802,326
11063,0,2583,3001,21306,5051,2450
11064,222737,216397,207870,172612,166705,166192
11065,15494,11950,11292,10790,780,780
11066,46410,48710,8108,7358,3098,0
11067,326,499,1870,652,326,0
11068,14855,7468,12372,14029,14298,16496
11069,81111,67891,56993,42663,43136,43676
11070,119513,121776,122440,125189,127644,74295
11071,324,302,5018,317,1614,324
11072,56789,58276,60102,61423,72197,71003
11073,4247,4097,6314,3410,1396,1640
11074,2500,2500,2500,2500,2500,2500
11075,24077,22385,3000,5260,1025,5900
11076,74961,69702,63210,57098,46455,38265
11077,209,217,613,2339,1474,1254
11078,499024,494290,470617,398523,389927,381295
11079,76828,77371,85154,84914,83097,1308
11080,509,1350,0,0,1713,4819
11081,42025,37828,6382,6284,6681,6813
11082,18774,18608,18312,18474,18074,19618
11083,0,0,0,0,0,0
11084,182396,187565,188334,182889,81409,85059
11085,59076,50505,38547,63249,51437,45279
11086,228754,227903,93311,67900,64150,6000
11087,75420,73548,47100,27112,21220,15719
11088,1739,1984,112,0,3865,5562
11089,22165,21292,16469,13737,9071,177268
11090,329096,259604,231178,201471,181740,140088
11091,53743,52320,46686,44497,44674,42653
11092,42488,43805,45126,45775,48033,56981
11093,60183,63035,70237,70228,67289,85008
11094,5848,24718,45114,16949,9537,0
11095,200,400,200,200,350,350
11096,0,0,138,946,377,0
11097,37199,38296,39357,40302,41202,41865
11098,46899,45809,44572,43211,41394,37958
11099,57287,12226,13962,14844,15716,131874
11100,105927,65575,66495,67415,68538,78911
11101,564,2035,2175,3528,10260,6378
11102,0,1591,0,302,390,1278
11103,221960,223205,226399,203561,205730,199631
11104,28607,27868,28312,28747,29439,29909
11105,9763,7059,5606,3136,3353,12336
11106,-20,780,780,1560,780,0
11107,254332,257628,161545,0,0,0
11108,552,276,381,404,943,1909
11109,3289,5189,7128,5916,9634,0
11110,780,0,780,0,0,0
11111,3214,0,3030,1167,2255,0
11112,1196,1563,1443,1443,1443,1443
11113,85220,86745,71536,72964,64487,65845
11114,0,0,0,0,0,0
11115,167428,168827,148031,92943,94464,92899
11116,58392,61562,61392,59619,59814,58571
11117,51900,1000,0,0,0,0
11118,162,1879,1707,617,620,0
11119,26981,26264,27240,27440,28000,0
11120,390,390,390,390,390,390
11121,1356,326,326,326,476,326
11122,7690,8805,9502,10189,10869,11533
11123,68677,68947,67025,64850,63658,63005
11124,2275,0,0,0,0,0
11125,70522,72062,73511,75314,74172,71933
11126,422,1334,3962,0,660,1840
11127,2516,0,1890,1712,4180,3820
11128,27571,337,3734,-45,1905,22636
11129,19666,20076,19875,19659,19310,16286
11130,43791,42809,45085,48020,47120,50319
11131,146480,147880,146958,147218,146817,103651
11132,0,0,0,2219,390,390
11133,17749,22130,42532,-118,67910,54976
11134,326,326,326,326,326,326
11135,25118,26128,25248,26386,24171,25607
11136,100224,101236,101125,96765,99823,96165
11137,2585,1649,3474,1952,2182,2305
11138,2880,1435,1170,780,390,0
11139,37934,39020,40071,41098,43536,44670
11140,30712,27597,25427,21230,17357,13303
11141,232319,109791,106730,93882,91746,76547
11142,8756,930,8400,1900,0,9198
11143,115700,119834,121342,124337,127181,130147
11144,3415,2419,1541,1345,23018,1989
11145,168182,165850,163366,151904,146707,140104
11146,780,177,1170,390,0,930
11147,2345,3595,1537,360,0,785
11148,6620,7114,3948,18838,-71,8929
11149,24635,23020,22496,22070,22101,20724
11150,1389,7139,813,3028,5264,208
11151,8857,9964,9654,10348,10044,10009
11152,76440,1397,56449,55121,54797,19732
11153,2644,268,157,1484,307,157
11154,5742,4576,4139,2583,0,0
11155,10128,19631,23906,373,3073,7418
11156,2930,3300,2860,4216,2609,9609
11157,37408,37681,37987,37100,37098,37846
11158,9705,2170,0,0,0,0
11159,8040,8099,45964,6496,11108,3321
11160,45256,41608,36554,19367,19705,19696
11161,8125,7017,10525,13295,11024,6666
11162,0,0,9625,8864,9248,23353
11163,3060,2337,766,316,4356,316
11164,4499,0,2299,900,1400,0
11165,192727,194694,188465,189094,179211,87266
11166,91296,88979,97448,105795,103988,110769
11167,2781,18180,3463,4256,4244,10032
11168,15465,16489,17509,17856,18270,18967
11169,16082,27310,12811,11111,24586,11992
11170,1176,0,41,1062,-201,-201
11171,67573,68884,70511,48772,27026,26056
11172,58643,47548,48491,28518,29157,30073
11173,18495,1609,17707,31778,46063,43101
11174,51400,0,0,0,0,0
11175,71593,71123,29040,106509,85608,86191
11176,90874,79901,82451,83201,77081,74441
11177,48779,50097,50313,10264,10082,9899
11178,15138,16396,6989,6619,7362,7252
11179,55222,54293,53294,51558,52800,51806
11180,140329,128107,131132,96083,97453,99426
11181,84151,87784,90424,92022,95377,98237
11182,50940,48429,23091,10202,10476,10161
11183,8289,389,389,389,389,389
11184,191262,183554,164619,133372,92101,60389
11185,147977,149890,124283,123733,123275,122624
11186,40735,36337,36882,34000,34798,35488
11187,3603,272,5881,0,3331,0
11188,67761,63187,58719,60737,63593,82202
11189,83158,91759,88487,88201,87219,86803
11190,9110,10454,12274,11780,14578,18309
11191,0,0,22015,22649,24583,25227
11192,170678,26031,191493,136249,111454,96425
11193,140876,48005,13650,12371,12511,10697
11194,0,0,0,0,0,0
11195,11136,20649,-1001,-1,-1,-1
11196,4174,3821,1113,390,390,14613
11197,131139,132596,127906,86109,81941,84545
11198,148352,151267,143254,137379,35290,1200
11199,7600,8473,8793,9106,7792,7500
11200,105836,108055,110258,112451,115090,117064
11201,21149,1729,20468,-16,3109,18216
11202,4285,1866,5256,4451,9937,13102
11203,173103,176817,180416,184018,188151,199766
11204,37458,38514,30266,30897,30050,24651
11205,326,326,4058,5732,7406,4124
11206,2443,2443,2443,2443,2443,2443
11207,82898,80400,29253,29196,22400,3605
11208,97832,98403,99263,100920,86781,71408
11209,198,3125,200,22397,28782,18617
11210,0,2521,5145,8422,6374,1566
11211,134836,128038,126862,97925,100484,54125
11212,125824,80801,81929,41671,42034,32219
11213,67,0,0,222,836,1259
11214,1872,1249,1872,1453,1453,1034
11215,6392,3773,17917,21057,0,0
11216,15519,19520,21103,20101,20402,20132
11217,699,309,-471,1479,1320,930
11218,-857,29237,1170,780,10500,0
11219,496,1188,940,965,965,726
11220,50456,51400,0,0,0,10400
11221,8730,8523,9527,9713,9762,10312
11222,61966,60308,47536,17079,18219,19542
11223,63314,64699,66029,66836,68390,69800
11224,50297,46613,46666,20162,19864,19680
11225,11640,10685,9730,11645,10702,10392
11226,11983,7759,16799,32372,6680,4732
11227,3362,64602,18070,910,9080,4839
11228,63908,64224,4595,636,72955,-18
11229,9164,0,0,0,0,0
11230,0,0,0,0,0,0
11231,4560,7302,9011,11540,14180,15307
11232,39105,45868,44567,37437,41321,43970
11233,89595,126322,59115,57149,54180,51796
11234,0,0,0,0,0,0
11235,62446,54074,46407,38874,31324,24031
11236,373702,343591,352484,338823,283288,185288
11237,21116,21470,200,0,28740,1295
11238,390,1260,598,2056,4300,1802
11239,129728,132185,126527,126407,131572,127154
11240,28290,30728,29701,29121,29715,0
11241,40798,38937,34737,18702,15604,16333
11242,131490,145714,147332,149199,151978,148131
11243,29944,29399,28632,30363,29594,30932
11244,8169,11027,27469,150,262,3467
11245,267116,271396,265433,270868,285667,290318
11246,1310,0,0,0,0,1350
11247,111752,54470,48311,38221,33947,24731
11248,46578,39085,18628,19002,19715,18900
11249,0,0,0,0,0,5659
11250,147476,140352,110722,98874,65258,58027
11251,135184,139664,142293,113086,115433,117789
11252,102141,100600,103156,94090,95922,99324
11253,135056,130889,127768,130339,133035,135715
11254,1994,390,390,390,390,780
11255,21643,19743,20298,15475,15852,16208
11256,42667,43734,43495,43504,45987,44274
11257,126785,129752,132554,268084,137061,129250
11258,67788,22453,13683,22970,5409,4490
11259,103540,98205,12605,10437,7920,7350
11260,6268,8221,6997,8028,9510,8815
11261,51244,51819,53375,54620,56170,57240
11262,0,0,1990,0,0,0
11263,4393,4178,10018,5353,5465,4559
11264,6933,9301,9000,0,10500,10674
11265,27163,29408,29395,28895,105,955
11266,16965,17398,18310,18611,18966,19403
11267,25078,20970,14407,6820,10099,7806
11268,0,0,0,402,0,2054
11269,132090,143966,155632,162379,156655,157536
11270,0,0,0,0,0,8081
11271,495,330,495,330,165,340
11272,21605,20987,20200,19600,19600,20000
11273,45013,43995,39478,19865,19388,19792
11274,20356,21504,21729,23113,22936,23378
11275,40851,41891,44788,47728,48617,49669
11276,100699,94528,89010,81545,75592,68715
11277,-11,-11,-11,2894,0,530
11278,14096,15558,16986,17700,19401,21067
11279,2500,0,0,0,0,0
11280,5188,-26,3955,0,708,2773
11281,298072,305851,245210,204845,190840,165498
11282,66978,65198,48951,17744,36230,37128
11283,26568,27456,27915,27185,28806,28208
11284,0,0,3508,3508,-200,-200
11285,22578,23720,23046,23314,23801,24354
11286,1554,1645,1408,1800,819,886
11287,7230,9835,8217,2963,15437,15722
11288,47038,51310,49956,19485,13925,15706
11289,1558,0,940,0,699,0
11290,42627,39610,26538,20818,19759,17907
11291,247,1562,1548,768,0,0
11292,0,177,1460,1460,0,0
11293,18653,19844,20908,21560,22214,22845
11294,20001,20041,20205,19998,20367,20399
11295,8830,9533,10220,10353,10636,10711
11296,54932,85672,41483,19394,18893,19043
11297,11530,11753,0,2855,1730,0
11298,26833,23626,20571,15423,15001,14917
11299,137614,137133,134970,88806,86858,89970
11300,50612,43616,43339,29735,30360,29697
11301,54,54,54,54,54,54
11302,73839,78934,76649,81845,80021,82334
11303,1993,2722,2753,291,582,291
11304,380417,377866,-3634,-3634,-3634,-3634
11305,51319,52214,50260,32502,27697,25940
11306,29810,1651,0,0,0,0
11307,17949,5693,28669,1207,2654,1441
11308,4394,3366,9379,4253,4403,4326
11309,6959,6891,980,4059,2473,3332
11310,10410,11431,12439,12530,12790,12891
11311,8000,8000,8000,8000,24406,18043
11312,88832,90687,84613,89944,80339,77214
11313,0,0,0,2072,-28,-28
11314,50110,50322,27078,19107,19506,20024
11315,9612,19253,6665,0,0,0
11316,78453,48208,8882,47695,48461,48903
11317,191426,190339,148694,150872,149218,152598
11318,496,496,-4,400,2800,17333
11319,0,0,0,0,0,0
11320,46915,115681,110827,113078,98901,100466
11321,5581,2833,1162,325,325,325
11322,15584,4377,0,0,0,0
11323,7477,6519,1403,5773,2464,2108
11324,34449,35009,21307,8840,8131,7535
11325,19133,0,0,0,0,0
11326,390,99235,98080,97224,97940,99170
11327,43045,44088,45102,45861,47951,49252
11328,6476,10023,12947,16095,23343,26028
11329,156252,121999,28119,100540,88865,88526
11330,285038,291480,298378,131103,128742,124882
11331,-331,19398,1238,5300,0,16100
11332,6872,7805,8801,18601,18909,39156
11333,14750,14229,16438,16770,17995,17556
11334,0,1200,12466,16870,17741,13049
11335,332,332,328,1024,1888,1132
11336,2144,2085,2431,2198,14487,725
11337,52234,39644,19920,9155,14155,3867
11338,6806,6552,7561,7712,7936,47743
11339,4221,336,0,0,0,0
11340,4767,0,451,0,424,1482
11341,27369,27961,28509,28628,28785,28921
11342,17213,19041,18449,17857,18735,19277
11343,41932,38411,30659,30963,30505,28696
11344,0,8016,1200,0,0,0
11345,20574,21041,19055,15335,10812,6483
11346,0,0,326,326,-235,-235
11347,11926,18095,5552,3038,11094,8670
11348,153392,143297,140984,120742,115637,111354
11349,48206,45445,43875,34003,33079,28257
11350,18920,20302,19477,20210,20077,20022
11351,14054,15078,15787,16100,16437,16764
11352,792,0,396,485,46773,47313
11353,180225,85799,103459,80237,74627,52057
11354,12547,14699,900,900,0,0
11355,3600,5184,5719,0,0,7632
11356,12603,13103,13785,13911,13548,14465
11357,10960,12030,13125,14104,13735,14307
11358,272,894,2168,762,660,3140
11359,88346,85975,86302,67592,69518,68228
11360,19698,19224,18690,17392,16408,16343
11361,162757,143233,130477,99119,101535,89883
11362,0,0,0,0,150,560
11363,14332,8257,11505,17264,10919,3185
11364,81511,65605,62779,634,892,412
11365,7261,32333,12610,7850,977,9205
11366,94450,96632,99127,100581,102800,104931
11367,0,0,0,0,0,0
11368,1344,0,0,0,0,0
11369,17834,8511,1651,9984,10096,9847
11370,51396,52908,7456,7608,7978,10400
11371,44249,45146,30089,30400,24236,22002
11372,17576,17632,18385,18657,8539,0
11373,47709,47838,49597,43885,0,0
11374,197175,210932,217394,221950,228203,233974
11375,16600,19190,20384,23255,22495,380
11376,2343,4666,3492,3008,16871,19188
11377,25395,26421,27741,27982,28589,29157
11378,4236,5230,6570,7192,6437,12499
11379,0,0,0,0,0,0
11380,80740,82439,84125,85968,88679,99558
11381,6402,13301,3762,7483,6399,9145
11382,59291,60720,59503,49305,28903,28577
11383,91915,92168,90705,40086,41449,42260
11384,17868,18028,38126,18690,19082,19505
11385,390,390,390,390,390,380
11386,8693,10045,11776,11776,10886,-1000
11387,1972,582,1891,0,1908,290
11388,3983,4764,5528,7420,8298,8019
11389,5014,59970,18585,13835,45476,25125
11390,9561,5866,1297,0,0,0
11391,3503,3354,858,5505,2263,10352
11392,2081,991,1982,991,1091,1420
11393,2536,3147,8321,4453,4038,4764
11394,23559,23381,540,150,-30,170
11395,0,0,0,0,1015,0
11396,49340,48297,49255,8838,9011,9872
11397,703,-20,-20,-20,2663,-677
11398,138859,141393,135784,136258,137747,138593
11399,49464,40359,34533,36819,32467,35806
11400,127902,131631,133090,130937,134043,137023
11401,49667,33900,33545,16666,0,0
11402,1562,1499,-3,-3,1274,0
11403,20460,19860,19100,18500,18500,18500
11404,36904,34372,38496,37580,38820,39693
11405,7011,9639,8102,8585,12633,20338
11406,4400,942,1058,2106,2282,2531
11407,207627,212821,214885,219204,223899,228279
11408,180189,191054,192447,188156,183299,180090
11409,12696,9883,2035,6337,3388,2132
11410,4900,7222,3150,0,0,0
11411,1783,1251,629,0,303,219
11412,29285,29390,30300,29463,29531,29901
11413,52268,53440,54615,47146,47486,16937
11414,7576,15532,7626,11896,15520,7156
11415,4417,93163,90056,69832,46645,11869
11416,6734,7752,8763,8938,8568,9357
11417,101767,41823,33740,17009,11580,0
11418,0,0,0,0,0,0
11419,173,274,0,0,0,0
11420,198,29430,22925,6120,6519,12051
11421,136324,138438,0,0,0,0
11422,41540,390,390,0,15666,15915
11423,390,390,390,0,780,0
11424,34378,37584,38072,37160,39628,40428
11425,7067,998,0,0,0,1604
11426,35419,31195,26849,23060,23060,-129
11427,110162,107008,103800,106075,115747,113999
11428,86598,88304,90648,93164,94167,97672
11429,2500,0,0,0,0,0
11430,381,550,547,226,73,-121
11431,79545,80932,22320,22765,23393,23470
11432,3601,-876,6440,2802,1290,4547
11433,59693,61732,62411,64372,70015,68745
11434,127571,116768,55863,57079,51202,53195
11435,6218,6959,8635,8350,9063,8771
11436,150,150,150,150,2500,0
11437,37159,30814,27382,28081,28578,29450
11438,20027,18971,19339,19733,19799,10400
11439,36571,35484,41862,21655,64645,44627
11440,232044,236365,229553,190525,192974,186407
11441,0,0,1668,844,200,2930
11442,18691,21072,20039,20042,20097,20288
11443,3015,2620,1330,0,0,0
11444,17304,0,26373,26644,26079,27941
11445,49803,25781,18400,10978,1175,32857
11446,227,6686,11609,3234,1414,5281
11447,7114,8223,6557,16128,7539,5300
11448,43265,28007,24986,23844,20650,0
11449,26990,24706,25022,26405,25861,27778
11450,75234,76417,76916,51070,52727,54847
11451,28164,27432,28668,29191,35551,34420
11452,50468,48621,49987,19663,16769,16550
11453,1388,0,980,0,0,0
11454,7789,9656,7477,8370,8890,6424
11455,59063,53377,37418,37543,35447,35641
11456,5888,0,0,11310,11310,0
11457,79705,59716,38343,37834,37429,36991
11458,18577,18961,18126,16557,17519,17111
11459,4943,2691,2060,2004,2503,814
11460,780,0,0,0,0,0
11461,15655,3918,29881,24247,21664,1556
11462,7194,6934,8786,8014,0,0
11463,29272,29096,22088,21624,21833,18174
11464,28574,14220,14188,7058,7976,7734
11465,28885,27924,27709,27457,26848,26407
11466,0,6010,7069,43957,30693,13264
11467,1340,950,1560,1170,780,780
11468,649,949,1938,81,671,8067
11469,5331,6020,1194,694,1800,186
11470,5378,6482,7308,5736,6236,-764
11471,16235,17857,18862,18931,19624,20049
11472,16330,15784,18200,17613,18371,19865
11473,66866,27072,26744,28087,27393,26646
11474,43334,41935,14854,14125,12176,13827
11475,10274,10750,8699,7199,5699,6275
11476,27959,13855,16277,0,28743,8210
11477,9500,7913,9572,9281,8835,9038
11478,35755,72000,0,0,0,0
11479,30452,36919,24268,3210,3240,11095
11480,3303,125,7351,1279,0,0
11481,32117,3502,2056,7756,4993,918
11482,27555,29798,31028,33544,35328,41835
11483,16601,14414,11307,11139,11361,9816
11484,25487,26513,27026,27871,29017,28403
11485,30821,33009,34867,24438,18883,14737
11486,7684,8685,8557,7319,7650,8862
11487,77720,79417,81326,81650,83354,85163
11488,39416,40784,42791,43797,44938,47177
11489,8243,10742,3300,0,1270,0
11490,71455,79079,73583,79481,115741,168319
11491,82902,84897,56023,57137,58333,59373
11492,188106,178067,178018,172200,164032,165857
11493,39843,40662,41971,43020,46150,45288
11494,4590,4218,5090,2043,8479,236
11495,730,1550,0,2000,700,760
11496,76304,78680,79897,27950,28579,29138
11497,352016,341600,321232,307354,285901,272322
11498,396,396,396,396,396,109
11499,0,2500,0,0,0,0
11500,1391,3498,8963,0,14660,62832
11501,42120,41444,33933,28945,28131,27531
11502,0,10121,390,2809,390,390
11503,0,0,0,0,0,0
11504,9659,10610,6525,3660,0,0
11505,390,5548,7001,6695,0,0
11506,2068,6000,6457,6177,0,0
11507,523618,483244,459273,386722,366421,241182
11508,-271,-1648,-2437,95131,46017,46470
11509,113270,112012,114535,115448,117426,115675
11510,1650,1650,1650,1650,1650,1650
11511,37822,40900,39944,40744,42084,42923
11512,4101,7101,5500,5500,5500,5463
11513,46576,43583,45569,46533,47653,49729
11514,135654,173946,176894,170754,172332,175960
11515,1617,7785,3420,814,-494,8006
11516,82348,82156,83318,81380,83710,88057
11517,14026,9154,2778,9981,23989,22667
11518,10882,11952,13047,13330,14112,14477
11519,6772,7790,8799,8974,9162,9375
11520,79899,82012,84079,85614,87053,88657
11521,19185,18621,19605,19717,19203,19871
11522,616,1370,916,316,898,748
11523,42040,30427,17818,17028,16387,15728
11524,33800,0,0,0,1972,0
11525,16657,2578,523,1855,14539,7647
11526,10430,3313,490,6974,8018,8441
11527,18733,20081,17245,13507,14479,14083
11528,103772,95228,87678,79254,71836,63675
11529,0,0,0,0,0,7010
11530,65220,68155,70184,71784,78659,81212
11531,37875,150573,32413,193427,21978,38102
11532,10458,9899,6618,3895,4037,12959
11533,874,-256,-255,-538,107592,168966
11534,416,416,416,416,416,416
11535,37361,21796,10798,9198,2314,14497
11536,60473,151786,109495,13785,22173,10482
11537,0,1010,0,0,0,0
11538,0,0,188,0,0,0
11539,0,0,0,0,0,0
11540,48850,0,0,0,0,0
11541,45841,37221,34718,32148,25380,22701
11542,-201,349,-199,0,199,199
11543,239206,212271,191813,193555,197090,200841
11544,1000,1000,1000,1000,2000,1000
11545,73772,75299,72978,67877,60444,61737
11546,780,0,580,-200,300,0
11547,16179,1520,2031,2593,45858,161299
11548,24396,25463,27036,27074,25911,26431
11549,49171,50376,51536,52782,53781,55389
11550,0,0,0,0,0,0
11551,476,476,476,476,1102,476
11552,-36,-18,-18,-18,-18,-18
11553,175570,141773,132747,94651,73734,62519
11554,161569,159190,155821,153075,151269,149723
11555,54806,54544,55357,56281,56483,56685
11556,61618,61382,34958,33760,32946,0
11557,621749,550102,475386,384078,397682,399659
11558,14489,15460,15514,14968,16026,15619
11559,210333,206332,214981,194817,186895,168541
11560,-644,-644,5170,-1496,-2366,-2366
11561,0,0,0,0,0,0
11562,77967,79561,61018,36084,13693,79701
11563,42451,43564,45522,46832,37683,28680
11564,3165,13538,390,1050,1251,962
11565,3394,-186,37392,6106,14839,11209
11566,3692,-16,1886,4700,0,0
11567,39587,17900,5307,23102,64617,10542
11568,52930,960,354716,361373,368484,365148
11569,13786,14418,15429,15094,15525,0
11570,48492,49934,24753,123439,132269,129224
11571,0,0,0,0,0,0
11572,-608,1966,4421,8521,8323,16620
11573,3634,6568,7307,8027,8892,9739
11574,10427,-20,-20,-20,-20,-20
11575,18835,22319,18732,11986,13596,7469
11576,836,390,780,390,390,0
11577,23384,22722,24909,24210,26103,27554
11578,71770,74066,75907,77723,79550,81801
11579,4968,4713,2290,1764,1728,1954
11580,23094,18951,18977,12055,7878,5531
11581,40846,3099,1950,1170,780,780
11582,51721,46381,25254,10740,50207,10298
11583,1908,12699,7819,7831,5428,2295
11584,158819,161487,157577,168094,170922,166972
11585,61066,62999,61388,64376,67347,74960
11586,2599,1302,1852,736,3542,1852
11587,0,0,277510,279493,285447,291183
11588,651,1650,651,651,651,651
11589,17989,17417,19807,20186,19725,22225
11590,125623,128592,137440,126342,130295,132945
11591,1480,9202,26390,13007,7387,20018
11592,399,399,399,798,399,399
11593,-1020,25607,23922,24399,24919,26884
11594,40173,41150,0,0,0,0
11595,40754,41588,43409,45919,48530,0
11596,4938,2277,1209,0,1440,0
11597,9799,299,0,800,800,180
11598,3394,8338,11744,9359,19002,8443
11599,53320,52754,27231,26852,27820,25529
11600,9240,386,12870,11173,1719,413
11601,89604,97129,98795,98925,100017,99607
11602,10043,9616,9718,9916,9250,7461
11603,61190,62506,63864,65130,66494,67441
11604,47520,46256,32029,31397,27834,28153
11605,326,326,326,326,652,326
11606,21203,21828,13776,8226,12497,4503
11607,2995,3808,5736,3328,3901,3413
11608,24621,23948,24751,26493,25936,26304
11609,1199,2528,3781,6076,6336,10570
11610,30455,30403,30454,29227,28929,29484
11611,227457,232729,223431,226361,223508,238587
11612,10593,41217,8815,24012,0,2229
11613,28949,30319,29400,30000,0,0
11614,0,0,145,0,0,0
11615,390,390,0,780,0,0
11616,26494,26675,29111,28325,28840,5450
11617,112380,113369,113214,108350,109072,106848
11618,5931,2294,900,0,0,0
11619,46693,14453,6701,3581,0,6000
11620,141740,138128,128812,131374,135353,137238
11621,92481,90698,80720,69788,63868,40136
11622,23662,25970,28531,30072,29323,28709
11623,130171,12666,0,0,0,0
11624,92693,87415,69552,38898,31222,55801
11625,12642,13740,13818,13994,14222,14537
11626,119836,21836,11036,29836,986,21615
11627,222,3,3359,2924,0,0
11628,195456,199692,171784,175197,179069,189686
11629,216582,110865,74340,47152,48138,49171
11630,4151,4357,10513,9137,7781,28870
11631,31236,30141,18683,19055,19462,19343
11632,78429,81991,81688,100841,23528,32579
11633,836,4247,17162,12949,12023,7324
11634,247280,250007,261236,223092,185522,170190
11635,2431,5026,3720,3465,4218,2913
11636,48603,48338,45090,19031,19534,19301
11637,33094,47035,44384,45267,46215,47949
11638,10406,5068,2023,1163,0,0
11639,18103,18418,19270,19810,19583,20231
11640,55647,57737,58577,60169,58426,58204
11641,16869,17895,18939,19150,19549,20073
11642,1755,1890,735,1575,316,5039
11643,4269,4057,5326,5092,6008,5618
11644,45747,40851,35933,30605,25189,19766
11645,0,4835,2220,11303,9359,9041
11646,49112,48450,19790,50123,45987,46555
11647,73070,74847,97369,98232,97752,0
11648,29336,30502,31161,25294,24843,19576
11649,730,4426,820,0,2653,0
11650,0,0,0,0,0,0
