ID,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6
11944,0,0,0,0,0,0
11945,0,0,0,0,0,0
11946,-1,-1,-1,-1,-1,-1
11947,0,0,0,2,2,2
11948,-1,-1,-1,-1,-1,-1
11949,0,0,0,-1,-1,-1
11950,0,0,-2,-2,-2,-2
11951,0,0,-1,-1,-1,-2
11952,0,0,0,0,0,-1
11953,-1,-1,0,0,0,0
11954,1,-2,-2,-1,-1,-2
11955,0,0,0,0,0,0
11956,0,0,-1,-1,-1,-1
11957,0,0,0,0,0,0
11958,-1,-1,0,0,-2,-1
11959,-1,-1,-1,-1,-1,-1
11960,2,0,0,0,0,0
11961,0,0,0,0,0,0
11962,-1,-1,-1,-1,-1,-1
11963,1,-2,-2,-2,-2,-2
11964,-2,-2,-2,-2,-2,-2
11965,0,0,0,0,0,0
11966,-1,-1,-1,-2,-2,-2
11967,0,0,0,0,0,0
11968,-1,-1,-1,-1,-1,-1
11969,1,3,2,0,0,2
11970,0,0,0,0,0,0
11971,-1,-1,0,0,0,0
11972,1,2,0,0,0,0
11973,-1,-1,-1,-1,-1,-1
11974,0,0,0,0,0,0
11975,-2,-2,-2,-2,-2,-2
11976,0,0,0,2,2,2
11977,-2,-2,-2,-2,-2,-2
11978,2,2,2,2,2,0
11979,0,0,0,0,0,0
11980,0,0,0,0,0,0
11981,-2,-2,-2,-1,2,0
11982,-1,-1,-1,-1,-1,-1
11983,0,0,0,-1,2,-1
11984,1,2,0,0,2,0
11985,-2,-1,-1,-2,-1,-1
11986,-1,-1,-1,-1,-1,-1
11987,0,0,0,0,0,0
11988,2,2,3,3,3,3
11989,1,-2,-2,-1,-1,-1
11990,0,0,0,0,0,0
11991,1,1,-1,0,0,0
11992,1,-2,-2,-2,-2,-2
11993,0,0,0,0,0,0
11994,2,0,0,2,2,2
11995,0,0,0,3,2,0
11996,-1,-1,-1,-1,-1,-1
11997,-1,-1,2,-1,-1,-1
11998,1,2,0,-1,-1,0
11999,-1,-1,-1,-1,-1,-1
12000,1,2,0,0,0,-2
12001,-1,2,-1,-1,-1,-1
12002,0,0,0,0,0,0
12003,1,-1,-1,-2,-2,-1
12004,1,-2,-2,-1,3,2
12005,0,0,0,0,0,-2
12006,1,2,0,0,0,-2
12007,2,0,0,0,0,0
12008,0,0,0,0,0,0
12009,0,0,0,0,0,0
12010,-2,-2,-2,-2,-2,-2
12011,2,2,2,2,2,2
12012,-1,-1,-1,-1,-1,-1
12013,0,0,0,0,0,0
12014,-1,-1,0,0,0,0
12015,0,0,0,0,0,0
12016,1,2,2,2,0,0
12017,0,0,0,-2,-2,-1
12018,2,0,0,2,2,2
12019,2,2,2,2,2,2
12020,0,0,0,0,0,0
12021,0,0,0,0,0,0
12022,1,2,2,2,2,2
12023,0,0,2,0,0,0
12024,0,0,0,0,0,0
12025,2,0,0,0,2,0
12026,0,0,0,0,0,0
12027,0,0,0,0,0,0
12028,-1,-1,-1,2,0,-1
12029,1,2,2,0,0,0
12030,1,2,2,0,0,2
12031,0,0,0,0,0,0
12032,1,-2,-2,-2,-2,-2
12033,-1,-1,-1,-1,-1,-1
12034,0,0,0,0,0,0
12035,0,0,0,0,-2,-2
12036,4,3,2,7,7,7
12037,-2,-2,-2,-2,-2,-2
12038,0,0,0,0,-1,0
12039,0,0,0,0,0,0
12040,2,0,0,0,0,0
12041,0,0,0,0,0,0
12042,1,2,2,2,0,0
12043,0,0,0,0,0,0
12044,0,0,2,0,0,0
12045,-1,-1,-1,-1,-1,-1
12046,0,0,0,0,0,0
12047,0,0,0,0,0,0
12048,0,0,2,0,0,0
12049,1,2,0,0,0,0
12050,0,0,0,0,0,0
12051,-2,-2,-2,-2,-2,-2
12052,1,2,2,2,2,2
12053,0,0,0,0,0,0
12054,2,0,0,0,0,0
12055,1,-1,-1,-1,-1,-1
12056,-1,-1,-1,-1,-1,-1
12057,0,0,0,0,0,0
12058,-1,-1,-1,0,0,0
12059,0,0,0,0,0,0
12060,0,0,0,0,-1,-1
12061,-1,-1,-1,-1,-1,-1
12062,-1,-1,-1,0,0,0
12063,1,-2,-2,-2,-2,-2
12064,0,0,0,0,0,0
12065,1,2,2,-2,-2,-2
12066,1,-1,2,0,-1,-1
12067,2,2,2,2,2,2
12068,0,0,2,0,0,0
12069,1,2,0,0,0,0
12070,0,0,0,0,0,0
12071,0,0,0,0,0,0
12072,0,0,0,0,-1,2
12073,2,0,0,0,2,0
12074,0,0,0,0,0,0
12075,0,0,0,0,0,0
12076,-1,-1,-1,-1,-1,-1
12077,0,0,0,0,0,0
12078,-1,0,0,0,0,-2
12079,1,2,2,2,2,2
12080,0,0,0,0,0,0
12081,-1,-1,-2,-2,-2,-2
12082,0,0,-1,0,0,0
12083,-1,-1,-1,-1,0,0
12084,3,2,2,0,-1,-1
12085,0,0,0,0,0,2
12086,0,0,0,0,0,0
12087,0,0,0,0,0,0
12088,1,-2,-2,-2,-2,-2
12089,0,0,0,0,-1,0
12090,0,0,2,2,2,3
12091,1,2,0,0,0,0
12092,1,-1,-1,0,0,-1
12093,0,0,0,0,-1,0
12094,2,2,2,2,2,2
12095,0,0,0,-1,0,0
12096,0,0,0,0,0,0
12097,2,0,0,0,0,0
12098,0,0,0,0,0,0
12099,-1,2,-1,-1,2,2
12100,0,0,0,0,0,0
12101,1,2,2,2,2,2
12102,1,-2,-2,-1,-1,-1
12103,0,0,0,0,0,0
12104,-2,-2,-2,-2,-2,-2
12105,0,0,2,0,0,0
12106,0,0,0,0,0,0
12107,0,0,0,0,0,0
12108,-1,-1,-1,-1,-1,-1
12109,-1,-1,-1,-1,-1,-1
12110,-1,-1,-1,-1,-1,-1
12111,0,0,0,0,-1,-1
12112,0,0,0,0,0,0
12113,0,0,0,0,0,0
12114,-1,-1,-1,-1,-1,-1
12115,1,-1,0,0,-1,0
12116,-2,-2,-2,-2,-2,-2
12117,0,-1,0,0,0,0
12118,0,0,2,0,0,0
12119,0,0,0,0,0,0
12120,1,2,2,0,0,2
12121,2,2,2,2,0,0
12122,6,5,4,3,2,0
12123,0,0,0,0,0,0
12124,2,2,0,0,0,0
12125,0,0,0,0,0,0
12126,1,2,0,0,0,2
12127,0,0,0,0,0,0
12128,0,0,0,0,0,0
12129,0,0,0,0,0,0
12130,0,0,0,0,0,0
12131,0,0,0,0,0,0
12132,2,0,0,0,2,0
12133,0,0,0,0,0,0
12134,0,0,0,0,0,0
12135,-1,-1,-1,-1,-1,-1
12136,1,-2,-2,-1,-1,-1
12137,0,0,0,0,-1,-1
12138,0,0,0,0,0,0
12139,0,0,0,0,0,0
12140,0,0,0,0,0,0
12141,-2,-2,-2,-2,-2,-2
12142,-1,-1,-1,-1,-1,-1
12143,4,3,2,0,0,0
12144,-2,-2,-2,-2,-2,-2
12145,1,2,2,2,2,0
12146,-1,-1,-1,-1,-1,-1
12147,-2,-2,-2,-2,-2,-2
12148,0,0,0,0,0,0
12149,0,0,0,0,0,0
12150,1,2,2,2,2,2
12151,0,0,0,0,0,0
12152,0,0,0,0,0,-2
12153,0,0,0,0,0,0
12154,-1,-1,-1,0,0,0
12155,4,4,3,2,0,0
12156,-1,3,2,0,0,-1
12157,0,0,0,0,2,2
12158,1,2,2,2,0,0
12159,0,0,-1,0,-1,-1
12160,1,-2,-2,-2,-2,-2
12161,-1,-1,2,0,0,0
12162,0,0,0,0,0,0
12163,2,2,2,2,2,2
12164,1,2,2,2,2,2
12165,0,0,0,0,0,0
12166,0,0,0,0,0,0
12167,0,0,0,0,0,0
12168,0,0,0,0,2,0
12169,-2,-2,-2,-2,-2,-2
12170,1,-1,-1,-2,-2,-1
12171,0,0,-1,-1,-1,0
12172,-1,-1,-1,-1,-1,-1
12173,0,0,0,0,0,0
12174,0,0,0,0,0,0
12175,-1,-1,-1,-2,-2,-2
12176,0,0,0,-1,0,0
12177,2,2,2,2,2,2
12178,0,0,0,0,0,0
12179,0,0,0,0,0,0
12180,-1,-1,-1,0,0,-1
12181,0,0,0,0,0,0
12182,-1,-1,-1,-1,-1,-1
12183,0,0,0,0,0,0
12184,-2,-2,-2,-2,-2,-1
12185,0,0,0,0,0,0
12186,-1,-1,-1,-1,-1,-1
12187,0,0,0,0,0,0
12188,-1,-1,-1,-1,0,0
12189,0,0,0,0,0,0
12190,-1,-1,0,0,-2,-1
12191,-1,-1,-1,-1,-1,-1
12192,2,2,4,4,4,4
12193,1,2,0,0,0,2
12194,1,-2,-1,-1,-1,-1
12195,-1,-1,-1,0,-1,0
12196,2,0,0,0,0,0
12197,4,3,2,2,2,2
12198,1,2,0,0,0,0
12199,0,0,0,0,0,0
12200,0,0,0,0,0,0
12201,0,0,-2,-2,-2,-2
12202,0,0,2,2,2,2
12203,-1,-1,-1,-1,-1,-1
12204,0,0,0,0,0,0
12205,-1,-1,-1,-1,0,-1
12206,1,1,-2,-2,-2,-2
12207,1,3,2,5,4,3
12208,-1,-1,-1,-1,-1,-1
12209,-1,-1,0,0,0,0
12210,-1,-1,-1,-1,-1,0
12211,0,0,0,0,0,0
12212,0,0,0,0,0,0
12213,-1,-1,-1,-1,-1,-1
12214,-1,-1,-1,-1,-1,-1
12215,0,0,0,0,0,-2
12216,0,0,0,0,0,0
12217,2,3,2,2,2,2
12218,0,0,2,0,0,0
12219,0,0,0,0,0,0
12220,0,0,0,0,0,0
12221,0,0,0,0,0,0
12222,0,0,0,-1,0,-1
12223,3,2,0,0,-1,-1
12224,0,0,0,0,0,0
12225,3,2,0,0,0,0
12226,0,0,0,0,0,0
12227,0,0,0,0,0,0
12228,-1,-1,0,0,0,0
12229,0,0,0,0,0,0
12230,-1,0,0,0,0,-1
12231,0,0,0,2,2,2
12232,-1,-1,-1,0,-1,-1
12233,0,0,0,0,0,0
12234,0,0,0,0,2,0
12235,0,0,2,0,0,0
12236,2,0,0,0,2,0
12237,2,0,0,0,0,0
12238,4,3,2,2,2,2
12239,-1,0,0,-1,-1,-2
12240,0,0,0,0,0,0
12241,0,0,0,2,0,0
12242,-1,-1,-1,-1,-1,-1
12243,0,0,0,0,0,0
12244,-1,0,0,0,0,0
12245,-1,0,0,0,0,0
12246,0,0,0,0,0,0
12247,-1,-1,-1,-1,-1,-1
12248,0,0,0,-1,0,0
12249,-2,-1,0,0,0,0
12250,-1,-1,-1,-1,-1,-1
12251,-2,-2,-2,-2,-2,-2
12252,-2,-2,-2,-2,-2,-2
12253,-1,-1,2,-1,-1,-1
12254,0,0,0,0,0,0
12255,-1,-1,2,-1,-1,0
12256,-1,2,-1,-1,-1,-1
12257,0,0,0,0,0,0
12258,-2,-2,-2,-2,-2,-2
12259,0,0,0,0,0,0
12260,0,-1,-1,-1,-1,-1
12261,2,4,4,3,4,3
12262,-1,-1,-1,-1,-1,-1
12263,1,2,0,0,0,0
12264,2,0,0,0,0,0
12265,1,-2,-2,-2,-2,-2
12266,0,0,0,0,0,0
12267,-1,-1,-1,-1,-1,-1
12268,-1,-1,-1,-1,-1,-1
12269,2,0,0,0,0,0
12270,0,0,0,0,0,0
12271,-1,-1,-1,-1,-1,-1
12272,-1,-1,-1,0,-1,-1
12273,0,0,0,0,0,0
12274,-2,-2,-2,-2,-2,-2
12275,2,2,2,0,0,0
12276,0,0,0,0,0,-1
12277,-1,-1,-1,-2,-2,-1
12278,0,0,0,0,0,0
12279,0,0,2,2,2,2
12280,-1,-1,-1,-1,-1,-1
12281,1,2,2,2,4,3
12282,2,0,0,0,2,0
12283,1,-1,-1,0,0,-1
12284,-1,-1,-1,-1,-1,-1
12285,-2,-2,-2,-2,0,-1
12286,0,0,0,0,0,0
12287,2,2,2,2,2,0
12288,-1,-1,-1,-2,-1,-1
12289,0,0,2,2,-2,-2
12290,0,0,0,0,0,0
12291,0,0,0,0,0,0
12292,1,-1,-1,-1,0,0
12293,0,0,0,0,0,-2
12294,-1,-1,0,0,0,0
12295,-1,-1,-1,-1,0,-1
12296,0,0,0,0,0,0
12297,0,0,0,0,0,0
12298,2,0,0,0,2,0
12299,1,-1,-1,-1,-1,-1
12300,-2,-2,-2,-2,-1,0
12301,-2,-2,-2,-2,-2,-2
12302,1,2,2,2,0,0
12303,1,2,2,2,-2,-2
12304,0,0,0,0,0,2
12305,-1,-1,-1,-1,-1,-1
12306,-1,-1,0,0,-1,-1
12307,0,0,0,0,0,-2
12308,1,2,2,2,2,0
12309,0,0,0,0,0,0
12310,0,0,0,0,0,0
12311,0,0,0,0,0,0
12312,0,0,0,0,0,0
12313,-2,-1,0,0,0,0
12314,0,0,0,0,0,0
12315,0,0,0,0,0,0
12316,-1,-1,2,-1,-1,-1
12317,-1,-1,-1,-1,-2,-1
12318,0,0,0,0,0,0
12319,3,2,2,0,0,2
12320,-1,-1,-1,-1,-1,-1
12321,0,0,2,0,0,2
12322,0,0,0,2,2,0
12323,1,-2,-1,-1,-1,-2
12324,0,0,0,0,0,0
12325,0,0,0,0,0,0
12326,0,0,0,0,0,0
12327,0,0,0,0,0,0
12328,1,-2,-2,-2,-2,-2
12329,0,0,0,0,0,0
12330,-1,2,-1,0,0,-1
12331,1,-1,2,0,0,0
12332,1,-1,-1,-1,-1,-2
12333,-2,-2,-2,-2,-2,-2
12334,0,0,0,0,0,0
12335,-1,-1,-1,-1,-1,-1
12336,0,0,0,0,0,0
12337,0,0,0,0,0,0
12338,-2,-2,-1,0,-1,-1
12339,0,0,0,0,0,0
12340,-1,-1,-1,-1,-1,0
12341,0,0,-1,-1,0,-1
12342,0,0,0,0,-2,-2
12343,0,0,0,-2,-2,-2
12344,0,0,0,0,0,0
12345,1,3,2,3,2,0
12346,2,3,2,0,0,0
12347,2,2,2,2,2,2
12348,0,0,0,-2,-2,-2
12349,0,0,0,0,0,0
12350,0,0,0,0,0,0
12351,0,0,0,-2,-2,-2
12352,0,0,0,0,0,0
12353,0,-1,-1,-1,-1,-1
12354,2,2,0,0,0,-2
12355,0,0,0,0,0,0
12356,0,0,0,0,0,0
12357,0,0,0,0,0,0
12358,-2,-2,-2,-2,-2,-2
12359,-1,-1,-1,-1,-1,-1
12360,0,0,0,0,0,0
12361,-2,-2,-1,0,0,0
12362,1,2,2,2,2,2
12363,0,0,2,2,2,2
12364,0,0,-1,-1,-1,0
12365,-1,-1,2,0,-1,-1
12366,-1,-1,-1,-1,0,0
12367,-1,0,0,0,0,0
12368,2,0,0,0,0,0
12369,-2,-2,-2,-1,-1,-1
12370,2,2,2,2,2,2
12371,-1,-1,-1,-1,-1,-1
12372,1,2,2,2,2,0
12373,0,0,0,2,0,0
12374,-1,-1,-1,-1,-1,-1
12375,4,3,2,0,0,0
12376,0,0,0,0,0,0
12377,0,0,0,0,0,-1
12378,0,0,0,0,0,0
12379,1,2,0,0,0,0
12380,-1,-1,-1,-1,-1,-1
12381,0,0,0,0,0,-1
12382,1,-1,-1,-1,-1,-1
12383,-1,-1,-2,-2,-2,-2
12384,-1,-1,-1,-1,-1,-1
12385,0,0,0,0,2,2
12386,0,0,0,0,0,0
12387,1,-2,-1,2,0,0
12388,0,0,2,2,2,2
12389,-1,-1,-1,-1,-1,-1
12390,0,0,0,0,0,0
12391,5,4,3,2,2,2
12392,2,2,2,0,0,0
12393,2,2,2,2,2,2
12394,0,0,0,0,0,0
12395,1,2,2,2,2,2
12396,0,0,0,0,0,0
12397,-1,-1,0,0,0,0
12398,1,-1,-1,-1,-1,-1
12399,1,2,0,0,0,0
12400,-1,-1,-1,-1,-1,-1
12401,-1,-1,2,0,0,-2
12402,-1,-1,-1,-1,-1,-1
12403,0,0,0,0,0,0
12404,0,0,0,0,0,-1
12405,0,0,0,0,0,0
12406,0,0,0,0,0,0
12407,2,2,2,2,2,2
12408,0,0,0,-2,-1,0
12409,2,0,0,0,2,2
12410,-1,-1,-1,-1,-1,-1
12411,-1,-1,-1,-1,0,-1
12412,-2,-2,-2,-2,-2,-2
12413,-1,-1,-1,-1,-2,-2
12414,0,0,0,-2,-2,-2
12415,-1,-1,-1,-1,-1,-1
12416,-2,-1,0,0,0,0
12417,1,2,2,2,2,2
12418,-1,-1,-1,-1,-1,-1
12419,-2,-1,2,-1,0,0
12420,0,0,0,0,0,0
12421,-1,-1,-1,-1,-1,-1
12422,1,-1,-1,-2,-1,-1
12423,0,0,0,0,0,-2
12424,1,2,2,2,2,0
12425,0,0,-1,-1,-1,-1
12426,0,0,-1,-1,-1,0
12427,-1,0,0,0,0,0
12428,-1,-1,-1,-1,-1,-1
12429,-1,-1,-1,-1,-1,-1
12430,-2,-2,-2,-2,-2,-2
12431,2,2,4,4,4,4
12432,0,0,0,0,0,0
12433,2,2,4,4,4,4
12434,-1,-1,-1,-2,-2,-2
12435,-1,-1,-1,0,0,0
12436,0,-1,-1,-1,-1,-1
12437,0,0,0,0,0,0
12438,0,0,0,0,0,0
12439,-1,-1,-1,-1,-1,-1
12440,0,0,0,0,0,0
12441,0,0,0,0,0,0
12442,0,0,0,0,0,0
12443,-1,-1,-1,-1,-1,-1
12444,0,0,0,0,0,0
12445,1,-2,-2,-2,-2,-2
12446,0,0,0,0,0,0
12447,-2,-2,-2,-2,-2,-2
12448,2,0,0,0,0,0
12449,0,0,2,0,0,0
12450,0,0,-2,-2,-2,-2
12451,0,0,0,2,2,0
12452,1,-2,-1,0,0,0
12453,-1,-1,-1,-1,-1,-1
12454,1,2,2,0,0,0
12455,0,-1,-1,-2,-2,-2
12456,1,-2,-2,-2,-2,-2
12457,-2,-2,-2,-2,-2,-2
12458,0,0,0,0,0,0
12459,-1,-1,-2,-2,-2,-2
12460,0,0,0,0,-1,-1
12461,0,0,0,0,0,0
12462,1,-2,-1,-1,-2,-2
12463,2,0,0,0,0,0
12464,0,0,2,-1,-1,-1
12465,-1,-1,-1,-1,0,0
12466,1,2,2,-2,-2,-2
12467,-2,-2,-2,-2,-2,-2
12468,0,0,2,0,0,0
12469,2,2,0,0,0,0
12470,0,0,0,0,0,0
12471,1,2,2,0,0,0
12472,0,0,2,0,0,2
12473,0,0,0,0,0,0
12474,-2,-2,-2,-2,-2,-2
12475,0,0,0,0,0,0
12476,0,0,0,0,0,0
12477,0,0,0,0,0,0
12478,-1,-1,-1,-1,-1,-1
12479,0,0,0,0,0,0
12480,0,0,0,0,0,0
12481,0,0,0,0,0,0
12482,2,2,2,2,2,0
12483,-1,-1,-1,-1,-1,-1
12484,0,-1,-1,-1,-1,-1
12485,0,0,0,0,0,0
12486,0,0,0,0,0,2
12487,0,0,0,0,0,0
12488,-2,-2,-2,-2,-2,-2
12489,-1,2,2,-1,2,2
12490,-1,-1,-1,-1,-1,-2
12491,0,0,0,0,0,0
12492,-1,2,2,0,0,0
12493,0,0,0,0,0,0
12494,2,2,0,0,0,0
12495,0,0,0,0,0,0
12496,2,2,-1,0,0,0
12497,0,-1,2,2,2,2
12498,0,0,0,2,2,2
12499,0,0,0,0,-1,-1
12500,0,0,0,0,0,0
12501,1,2,2,2,2,2
12502,1,-1,-1,-1,-1,-1
12503,0,0,2,2,2,2
12504,1,-2,-2,-2,-1,-1
12505,-1,0,0,0,0,0
12506,0,0,0,0,0,0
12507,-1,-1,-1,-2,-2,-1
12508,0,0,0,2,2,2
12509,-1,3,2,0,0,-1
12510,0,0,0,0,0,-2
12511,0,0,0,0,0,0
12512,0,0,0,2,0,0
12513,1,-2,-2,-2,-2,-1
12514,-1,-1,-1,-2,-2,-2
12515,0,0,0,0,0,0
12516,-1,0,0,0,-1,-1
12517,0,0,2,0,0,0
12518,-2,-2,-2,-2,-2,-2
12519,2,0,0,0,0,0
12520,2,3,3,2,2,3
12521,0,0,0,0,2,0
12522,0,0,0,0,0,0
12523,0,0,2,2,2,2
12524,0,0,0,0,-1,-1
12525,3,2,2,0,0,0
12526,0,0,0,0,0,0
12527,-1,0,0,0,0,0
12528,-2,-2,-2,-2,-2,-2
12529,0,0,0,0,0,0
12530,-2,-2,-2,-2,-2,-2
12531,-1,-1,0,0,0,0
12532,0,-1,-1,-1,-1,-2
12533,2,2,2,2,0,0
12534,-1,-1,-1,-1,-1,-2
12535,0,0,0,0,0,0
12536,0,0,0,2,2,2
12537,-2,-2,-2,-2,-2,-2
12538,0,0,0,0,2,0
12539,0,0,0,0,0,0
12540,-2,-2,-2,-2,-2,-2
12541,0,0,0,0,0,0
12542,2,2,0,0,0,0
12543,0,0,0,0,0,-1
12544,0,0,0,0,0,0
12545,0,0,0,0,0,0
12546,-2,-2,-2,-2,-2,-2
12547,0,0,2,2,2,2
12548,1,2,-1,-1,0,-1
12549,-1,-1,-1,-1,-1,-1
12550,1,-2,-2,-2,-2,-2
12551,2,2,-1,-1,-2,-1
12552,-1,-1,-1,0,-1,-1
12553,0,0,0,0,0,0
12554,-1,-1,-1,0,0,0
12555,0,0,0,0,0,0
12556,0,0,0,0,0,0
12557,1,-2,-1,-1,-2,-2
12558,0,0,0,0,0,0
12559,0,0,0,0,0,0
12560,0,0,0,0,0,0
12561,-1,-1,-1,0,-1,-1
12562,0,0,0,0,0,0
12563,-1,-1,-1,-1,-1,-1
12564,0,0,0,-1,-1,-1
12565,0,0,0,0,0,0
12566,0,0,0,-2,-2,-2
12567,0,0,0,0,0,0
12568,-2,-2,-2,-2,-2,-2
12569,1,-2,-2,-2,-2,-2
12570,0,0,0,0,0,0
12571,-1,-1,-1,-1,-1,-1
12572,-2,-2,-2,-2,-2,-2
12573,0,0,-1,-1,-1,-1
12574,-1,-1,-2,-1,2,2
12575,-2,-2,-2,-2,-2,-2
12576,0,0,0,0,0,-1
12577,3,2,2,0,0,0
12578,0,0,0,0,0,0
12579,-1,-1,-1,-1,-1,-1
12580,0,0,0,0,0,0
12581,-1,2,0,0,-1,-1
12582,0,0,0,0,0,0
12583,-1,-1,2,-1,-1,-1
12584,0,0,0,-1,-1,-1
12585,1,-1,-1,-1,-1,-1
12586,-1,-1,-1,-1,-2,-1
12587,0,0,0,0,0,0
12588,2,2,2,0,0,2
12589,2,2,2,2,0,0
12590,0,0,0,0,0,0
12591,0,0,-1,-1,-1,-1
12592,-2,-2,-2,-2,-2,-2
12593,3,2,3,2,0,0
12594,-1,-1,-1,-1,-1,-1
12595,0,0,0,0,0,0
12596,0,0,0,0,0,0
12597,0,0,0,0,0,0
12598,-1,-1,2,-1,-1,-1
12599,1,2,0,0,0,2
12600,0,0,0,0,0,0
12601,0,0,2,0,0,2
12602,0,0,0,0,0,0
12603,0,0,0,0,0,0
12604,2,0,0,0,0,0
12605,1,2,0,0,2,0
12606,0,0,0,0,0,0
12607,-1,-1,-1,-1,-1,-2
12608,0,0,0,0,0,0
12609,-1,-1,-1,-1,-2,-2
12610,2,2,2,0,0,0
12611,0,0,0,0,0,0
12612,0,0,0,0,0,0
12613,0,0,0,0,0,0
12614,-1,-1,-1,-1,0,0
12615,0,0,0,0,0,0
12616,-2,-2,-2,-2,-1,0
12617,0,0,0,0,0,-1
12618,0,0,0,0,0,0
12619,-1,-1,-1,0,0,0
12620,2,2,0,0,0,-1
12621,-2,-2,-1,-1,-1,-1
12622,0,0,0,0,0,0
12623,2,0,0,2,2,2
12624,-1,-1,-2,-2,-2,-2
12625,0,0,0,0,0,0
12626,0,0,0,0,0,0
12627,0,0,0,0,0,0
12628,-2,-2,-2,-2,-2,-2
12629,0,0,2,0,0,0
12630,0,0,2,0,0,0
12631,0,0,0,0,0,0
12632,0,0,0,0,0,0
12633,-1,-1,-1,-1,-1,-1
12634,0,0,0,0,0,0
12635,-2,-1,0,0,0,0
12636,0,0,0,0,0,0
12637,1,-2,-1,-1,0,0
12638,-1,-1,-1,0,0,-1
12639,-1,-1,-2,-1,-1,-1
12640,0,0,0,0,0,0
12641,0,0,0,0,0,0
12642,1,-2,-1,-1,2,0
12643,0,0,0,0,0,-1
12644,-2,-2,-2,-2,-2,-2
12645,2,0,0,0,0,0
12646,0,0,0,0,0,0
12647,-2,-2,-2,-2,-2,-2
12648,0,0,0,0,0,0
12649,1,-2,-2,-2,-2,-2
12650,1,-2,-1,0,0,0
12651,0,0,0,0,0,0
12652,0,0,0,0,0,0
12653,0,0,0,0,0,-2
12654,0,0,0,0,0,0
12655,0,0,0,0,0,0
12656,2,2,0,0,2,0
12657,-2,-2,-1,0,0,0
12658,0,0,0,0,0,0
12659,-2,-1,-1,-2,-2,-2
12660,-1,-1,-1,-1,-1,-1
12661,1,-2,-2,-2,-2,-2
12662,0,0,0,0,0,0
12663,0,0,0,0,0,0
12664,2,0,0,-1,-1,0
12665,0,0,0,0,0,0
12666,1,-2,-1,-1,-1,-2
12667,-2,-2,-2,-2,-1,-1
12668,0,0,-1,-1,-1,-1
12669,-2,-2,-2,-2,-2,-2
12670,-2,-2,-2,-2,-2,-2
12671,0,0,0,0,0,0
12672,1,-1,0,0,0,0
12673,0,0,0,0,-1,-1
12674,2,2,2,2,2,2
12675,-1,-1,-1,0,0,-1
12676,-2,-2,-2,-2,-2,-2
12677,0,0,0,2,2,2
12678,0,0,0,0,0,0
12679,2,0,0,0,0,0
12680,0,0,0,0,0,0
12681,-1,0,-1,0,-1,-1
12682,0,0,0,0,0,0
12683,1,-1,0,0,-1,0
12684,0,0,0,0,-2,-2
12685,0,0,0,0,0,0
12686,0,0,2,2,0,0
12687,0,0,0,0,0,0
12688,-1,-1,-1,-1,-1,-1
12689,-1,2,2,-1,-1,-1
12690,0,0,0,0,0,0
12691,-1,-1,-1,-2,-2,-2
12692,-1,-1,-1,-1,-1,-1
12693,0,0,0,0,0,0
12694,-2,-2,-2,-2,-2,-2
12695,2,0,0,0,0,0
12696,-1,-1,2,0,-1,-1
12697,0,0,0,0,0,0
12698,0,0,0,0,0,0
12699,0,-1,2,-1,-1,2
12700,-1,-1,-1,-1,-2,-1
12701,0,0,0,0,0,0
12702,0,0,0,0,0,0
12703,0,0,0,0,0,0
12704,3,2,0,0,0,0
12705,-1,-1,-1,-1,-1,-1
12706,2,0,0,0,0,0
12707,-1,-1,-1,0,0,-1
12708,-1,-1,-1,-1,-1,-1
12709,0,0,-1,-1,0,0
12710,0,0,0,0,0,0
12711,0,0,0,0,0,0
12712,0,0,0,0,0,0
12713,-1,2,0,0,2,0
12714,1,-2,-2,-2,-2,-2
12715,0,0,0,0,0,0
12716,1,2,2,2,2,2
12717,0,0,-1,-1,-1,-1
12718,-1,-1,-1,-1,-1,-1
12719,0,0,0,0,0,0
12720,-1,-1,0,-1,-1,-1
12721,0,0,0,0,0,0
12722,0,0,0,0,2,0
12723,0,0,0,0,-1,2
12724,1,2,2,2,2,2
12725,0,0,0,0,-1,-1
12726,0,0,0,0,0,-2
12727,-1,-1,-1,0,-1,0
12728,0,0,0,0,0,0
12729,1,-2,-2,-2,-2,-2
12730,-1,-1,-1,-1,-1,0
12731,-1,0,0,0,0,0
12732,2,2,2,2,0,0
12733,1,2,2,2,2,2
12734,0,0,0,0,0,0
12735,1,-2,-2,-2,-2,-2
12736,-2,-2,-2,-2,-2,-2
12737,-1,-1,-1,-1,-1,-1
12738,0,0,0,0,0,0
12739,0,0,0,-2,-2,-2
12740,0,0,0,0,0,-2
12741,-2,-2,-2,-2,-2,-2
12742,0,0,0,0,0,2
12743,-1,-1,-1,-1,-1,-1
12744,-2,-2,-1,0,0,-1
12745,0,0,0,0,0,0
12746,2,2,2,4,3,3
12747,0,0,0,0,0,0
12748,0,0,0,0,0,0
12749,0,0,0,0,0,0
12750,0,0,0,0,0,0
12751,1,2,0,0,0,3
12752,0,0,0,0,0,0
12753,-1,-1,-1,-1,-1,-1
12754,1,-1,0,0,-1,-1
12755,0,0,0,0,0,0
12756,-1,-1,-2,-2,-2,-2
12757,0,0,0,0,0,0
12758,0,0,0,0,0,0
12759,-1,-1,-1,-1,-1,-1
12760,-1,-1,-1,-1,0,-1
12761,0,0,2,2,2,2
12762,0,0,0,0,0,0
12763,-1,-1,-1,0,0,0
