ID,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,label
12784,1000,0,2000,0,0,0,1
12785,1735,10096,8675,4566,3927,2529,0
12786,41951,50000,30000,5000,80767,10000,0
12787,13571,7500,10600,11200,5400,0,0
12788,3000,0,0,0,0,0,0
12789,7500,18340,1000,3000,57543,64629,0
12790,1110,1110,1110,1110,1110,1110,0
12791,2280,2500,1401,0,3000,2110,0
12792,1810,1614,700,1745,0,1000,0
12793,21631,12308,654,12164,7699,13379,0
12794,579,400,579,0,421,0,1
12795,1001,13413,8577,8596,24297,26134,0
12796,0,1200,350,500,500,300,1
12797,10068,10075,10000,20000,20000,5200,0
12798,0,3509,3047,3500,3000,2500,0
12799,2000,3000,18000,3047,77511,4000,0
12800,1200,1440,800,0,320,900,1
12801,1200,1257,1000,420,502,500,0
12802,3656,15000,0,15000,0,15000,1
12803,2564,2616,2647,4000,3158,2215,1
12804,65732,14643,23169,6738,2159,0,0
12805,9483,1338,2176,16070,1760,927,0
12806,4500,4500,4000,4000,4000,4000,0
12807,4269,3891,3488,3250,2755,2530,0
12808,0,3600,3000,3100,3600,3500,0
12809,16912,9211,4758,0,0,2771,1
12810,0,1000,3000,0,3000,0,1
12811,15000,15000,0,0,0,2700,0
12812,0,4500,4500,900,7200,4980,1
12813,396,396,396,396,396,396,0
12814,10015,10019,10025,10052,10011,9014,0
12815,1369,1162,524,606,0,0,0
12816,2000,2000,940,1000,2000,2000,1
12817,5000,16000,0,1,0,0,0
12818,2000,4500,1200,0,1200,1185,0
12819,2000,1500,1600,0,1500,3000,0
12820,0,192,996,0,396,396,0
12821,21831,90182,2500,2380,2772,3000,0
12822,6901,4800,5006,5507,5,5308,0
12823,8135,7163,3783,3766,3500,4000,0
12824,0,0,0,0,0,0,1
12825,0,1200,0,0,316,316,0
12826,0,2045,1785,1900,2000,2210,0
12827,1405,1631,300,375,54,1000,0
12828,0,0,0,0,0,150400,0
12829,16004,312723,9748,9800,9569,12500,1
12830,7638,21511,6421,6106,9657,5731,0
12831,1500,2000,0,1000,0,1000,1
12832,5607,4400,2683,5466,5000,2000,0
12833,12324,10508,8530,8777,7421,8002,0
12834,0,2000,0,9000,0,1850,1
12835,5000,10000,4000,5000,390,780,1
12836,9770,8034,0,600,690,742,0
12837,6000,3306,3412,3500,3500,3300,0
12838,668,9800,0,0,0,0,0
12839,8000,1500,5000,1000,3000,2666,0
12840,2500,2006,5000,2000,2000,0,1
12841,9070,117146,1793,959,343,28763,0
12842,5501,6150,0,0,48855,1832,0
12843,267,509,15695,515,515,515,0
12844,4653,5000,5000,6000,5000,10000,0
12845,4000,3500,3500,0,3500,4200,0
12846,0,0,0,0,0,0,0
12847,4998,4333,5005,4305,5963,6015,0
12848,1800,1800,1801,2001,2000,2001,0
12849,1400,1200,1000,0,0,0,0
12850,1283,3008,6023,71,0,0,0
12851,1610,1310,713,5800,0,3000,0
12852,5005,6000,3614,4000,4000,4000,0
12853,0,18261,0,0,40270,0,0
12854,2244,4625,24448,2028,2009,1710,0
12855,9495,18513,80877,45369,56789,17540,0
12856,0,10834,280,3589,1569,2527,0
12857,990,990,990,1130,1000,9880,0
12858,11500,6074,9000,5000,6047,1000,0
12859,3200,6000,5000,10000,10000,780,0
12860,2500,2109,1100,1100,1100,1100,0
12861,1084,1244,356,212,230,205,1
12862,1303,1274,633,1000,724,1000,0
12863,2190,1,3980,20,0,7762,0
12864,1275,1279,635,657,669,668,0
12865,15703,12000,15236,98363,11000,9000,0
12866,1376,1121,460,6000,624,2000,0
12867,2345,0,160,0,0,0,1
12868,1456,1200,0,0,2000,5500,0
12869,1384,1384,1384,5590,4542,1000,0
12870,0,0,0,0,0,0,1
12871,16140,1000,0,0,0,0,0
12872,1731,2000,1655,2000,1800,2000,0
12873,1917,1000,1000,1000,1068,0,1
12874,7031,6026,3200,3500,3200,4000,0
12875,0,390,780,0,0,0,1
12876,5000,0,0,0,0,0,1
12877,4400,0,4025,407,0,1845,0
12878,17600,17400,15360,31000,0,28900,0
12879,9216,7013,15000,10000,10000,10000,0
12880,2000,2000,5000,438,780,0,0
12881,2600,1000,1000,1000,2000,2000,0
12882,5420,5532,5572,5763,5804,5996,0
12883,5000,422,2000,2041,2039,751,1
12884,0,1200,0,0,0,0,0
12885,198,198,324,171,0,144,0
12886,5007,7096,2620,6000,17703,4914,1
12887,2000,2000,2000,2000,2000,2000,0
12888,0,1204,1000,2000,1000,1500,1
12889,2259,2000,2000,2000,3000,1681,0
12890,5000,4600,4600,4700,4972,5000,0
12891,0,9017,7905,1434,1008,660,0
12892,0,4400,4000,3500,3600,10000,0
12893,5009,6125,4001,4013,5000,4015,0
12894,2998,1473,0,1473,28058,1100,1
12895,2000,3045,1660,1500,2000,10000,0
12896,0,270219,131,135,136,76,0
12897,1500,1500,2225,0,0,202,1
12898,2000,1500,1000,1000,0,0,0
12899,9532,33788,0,0,0,0,0
12900,0,0,0,0,0,0,1
12901,12033,12015,7035,15037,7066,8000,1
12902,2592,12,38525,0,1238,0,0
12903,4146,2556,2802,1786,1850,2000,0
12904,1600,7,900,700,800,800,1
12905,0,11495,1779,0,3470,24096,0
12906,0,110801,0,18805,0,0,0
12907,11254,2000,1225,1244,1447,7000,0
12908,5200,5000,4200,0,9200,0,1
12909,7000,4150,8000,4000,4000,5000,0
12910,2028,1007,57113,2092,2400,1800,0
12911,390,390,1068,3169,390,390,0
12912,0,4500,0,1751,1736,2971,1
12913,0,4600,4512,4600,4600,5200,1
12914,0,3815,0,9386,722,1468,0
12915,6317,3632,3494,3620,3800,4000,0
12916,30630,6350,6033,5649,0,173,0
12917,0,106669,13333,12780,19136,18660,1
12918,8000,0,3961,24306,0,7651,1
12919,3339,2892,2733,2752,3159,3000,0
12920,1328,2000,150,0,0,0,0
12921,0,1150,664,500,500,1000,0
12922,0,3000,5010,0,5000,0,1
12923,17000,2631,0,0,0,0,0
12924,0,0,0,0,1000,0,1
12925,3130,3107,2847,3134,3072,3010,0
12926,2089,4822,48741,92978,0,39037,0
12927,1242,1020,2000,0,0,0,0
12928,5000,1029,19507,1000,358,3045,0
12929,3017,3023,5014,5012,2012,2010,0
12930,3000,2000,0,3200,0,1600,1
12931,9000,8700,7000,7600,7800,8500,0
12932,0,0,0,0,0,0,0
12933,20000,10000,0,0,24892,106941,0
12934,792,19272,1172,1172,2246,1172,0
12935,8597,8583,6880,7235,6839,6600,1
12936,0,16501,3200,13000,7500,0,0
12937,4572,7379,669,21581,0,1100,0
12938,6073,6100,5000,5000,5000,5100,0
12939,3000,61000,3000,3000,3000,9000,0
12940,2100,3000,1500,1500,1100,1100,0
12941,14412,22211,24159,41417,35184,2109,0
12942,0,0,0,0,690,0,0
12943,1162,1151,500,513,424,195,0
12944,5950,7133,7369,600,20650,21650,0
12945,67568,0,0,6674,0,0,0
12946,9900,4700,800,4012,9800,1,1
12947,5000,5000,5000,3000,5000,10000,1
12948,6500,5400,3446,3561,4000,3700,1
12949,1200,5000,1000,1000,1000,2000,0
12950,2859,1452,1190,543,920,534,0
12951,0,0,0,0,0,0,0
12952,0,3000,1200,0,1641,1362,0
12953,0,0,0,0,0,0,0
12954,390,649,145,16048,0,0,0
12955,0,0,0,0,0,0,1
12956,3018,1400,3786,1774,12714,38665,0
12957,3100,3100,2700,2600,2650,2800,1
12958,1507,1500,300,500,500,118,1
12959,1630,7000,5000,3000,257,40825,0
12960,1500,20000,909,1000,0,0,0
12961,0,6098,3500,7324,9466,2296,0
12962,390,390,390,390,0,780,1
12963,2000,1800,2000,1000,1000,1000,1
12964,25000,0,7000,8000,8000,5000,0
12965,5027,3000,3000,20000,767,1000,0
12966,0,0,0,106,2281,42617,1
12967,4,2000,807,1000,1000,681,0
12968,2233,10939,12575,1341,998,820,0
12969,1971,2000,3342,0,1400,1000,0
12970,10480,8041,7200,7500,7093,5702,0
12971,548,208,0,44,0,643,1
12972,1500,1000,0,900,1800,900,1
12973,2047,1155,3582,580,1398,1660,0
12974,280,759,754,480,0,1235,0
12975,1790,1760,1200,1500,1367,1000,0
12976,1118,673,0,0,0,0,0
12977,4500,6200,15000,0,5000,3800,0
12978,3000,0,0,0,3230,0,0
12979,3400,4602,63,1800,1731,1702,0
12980,2400,675,0,0,0,0,0
12981,370,537,0,20911,21001,88,0
12982,2005,31,5000,1000,5000,5000,0
12983,2081,1196,1000,2000,3000,5000,0
12984,13806,12303,15005,13729,7700,8000,0
12985,3226,4959,5000,2790,5083,0,0
12986,3450,3508,3405,3359,3108,3400,1
12987,1726,1810,172,0,0,0,0
12988,4700,0,0,0,0,0,0
12989,0,0,0,3989,946,154,0
12990,5336,2550,16,0,0,0,1
12991,1229,1000,94,96,98,2330,0
12992,2500,1000,0,1000,2400,0,1
12993,463,100,0,100,0,0,0
12994,5209,3009,1494,3220,2004,72677,0
12995,1513,1500,1000,978,839,1800,0
12996,14300,158,7100,7400,7500,7820,1
12997,0,0,0,0,200,0,1
12998,2000,4880,0,0,2250,0,0
12999,836,390,390,390,390,30500,1
13000,0,3365,2051,1200,1500,1500,1
13001,108,108,108,108,108,0,0
13002,2089,6000,200,0,0,0,0
13003,89295,2192,1899,1673,2125,1511,0
13004,0,0,0,0,0,0,0
13005,2000,2000,2000,2000,5000,30000,0
13006,1063,390,741,390,765,390,0
13007,2000,2500,1000,2400,1200,2000,0
13008,3237,4938,1693,5000,2200,1718,0
13009,5085,2044,2026,2097,1011,48179,0
13010,1700,0,500,1000,0,20417,0
13011,1600,2000,1500,3200,0,1500,0
13012,0,0,316,316,316,316,0
13013,0,40,0,8200,657,3,0
13014,2559,1969,684,713,672,670,0
13015,0,8369,433,1669,7800,9817,0
13016,0,20519,0,11423,0,0,0
13017,1668,1283,853,1000,758,475,0
13018,4013,2684,5625,1020,3044,39777,0
13019,2552,2016,0,12,5036,10306,0
13020,0,2273,0,1882,0,0,1
13021,2100,2100,800,1000,700,818,1
13022,1811,1335,366,1811,1828,366,1
13023,0,0,0,0,0,0,0
13024,0,1061,0,954,158,1796,1
13025,10500,10500,10500,10500,10500,10500,0
13026,2054,1273,174,0,0,1000,0
13027,2438,3000,2100,2200,2400,2200,1
13028,7000,0,2500,5500,0,3000,0
13029,0,264,264,255,687,0,1
13030,4000,5300,3700,3600,3700,3500,0
13031,0,0,0,0,0,0,0
13032,3666,3914,2774,2620,2640,3000,0
13033,15000,0,10000,6000,6000,1567,0
13034,3000,2100,2349,2200,2200,2200,0
13035,390,390,390,390,0,780,1
13036,10000,2688,2688,2688,6393,6504,0
13037,4398,3746,1396,13069,1285,1034,1
13038,7063,8004,5500,7000,6000,5000,0
13039,9000,8000,5000,5000,5000,5000,0
13040,2743,0,1686,2089,0,0,0
13041,1428,1500,800,936,2000,797,0
13042,7900,4157,0,5468,0,330,0
13043,5025,18571,5000,20000,0,5000,0
13044,770,3465,0,486,634,0,1
13045,0,5100,4100,3392,3521,3724,1
13046,6500,6000,15000,0,10000,6000,0
13047,315,34034,1157,8584,2076,6265,0
13048,1658,2012,1392,1605,1668,1201,1
13049,0,1379,945,2002,2008,1002,1
13050,1700,1530,700,700,600,1000,1
13051,0,0,0,0,0,0,0
13052,15000,2024,5004,1000,1000,1000,0
13053,12022,24000,3,10023,10000,5000,0
13054,7900,0,0,333,0,1500,0
13055,8000,10000,9000,9000,0,9100,0
13056,1500,1800,1200,1300,1200,600,0
13057,4959,1000,200,0,0,0,0
13058,1453,2857,1058,0,1216,1097,1
13059,0,0,392,400,0,0,0
13060,7919,4687,3051,7559,4967,4134,0
13061,2000,0,1728,225,0,0,0
13062,1500,3000,1200,1200,1162,1000,0
13063,2950,3000,2205,2300,2300,3000,1
13064,2000,2000,3700,0,1500,1500,0
13065,3077,2291,1723,1775,1802,1763,0
13066,184,0,5924,2000,2451,0,0
13067,28019,13000,0,2000,1000,5000,0
13068,4085,3505,3479,3097,3259,3253,0
13069,6122,54832,2351,0,0,0,0
13070,0,2331,0,0,2199,0,0
13071,2700,0,1000,700,0,784,1
13072,2800,0,200,0,0,0,1
13073,4163,1898,0,0,142195,5100,0
13074,77996,274526,4693,989,12207,93707,0
13075,37719,1095,2000,10000,13352,10000,0
13076,3300,3130,3100,3200,3100,3100,0
13077,0,400,0,600,0,4275,1
13078,5361,6309,385,0,0,3390,0
13079,732,1200,1300,2651,0,1400,1
13080,5000,5000,3000,0,0,2598,0
13081,2900,2000,2739,0,170,205,1
13082,2768,5536,0,1075,2006,1344,1
13083,900,1200,0,1000,1400,0,1
13084,0,306,0,0,0,0,0
13085,5600,6150,5900,4000,4000,50000,0
13086,0,38,0,0,0,0,1
13087,86000,7000,4500,5000,4000,3500,0
13088,18006,5860,11470,49613,5983,7133,0
13089,9323,9000,8000,8000,7800,8238,0
13090,3600,4000,14000,3000,10000,4000,0
13091,0,2193,528,0,264,264,0
13092,1281,1593,640,702,612,1000,1
13093,7651,1765,1304,772,930,901,0
13094,1000,1400,393,308,1000,0,0
13095,2003,2003,1500,1000,2000,2000,0
13096,0,0,0,0,0,3861,0
13097,11208,1211,2444,2615,0,0,0
13098,15299,7524,324097,12039,12006,12272,0
13099,4000,2300,1300,1300,1500,1500,0
13100,0,1500,0,1500,0,0,0
13101,3100,2600,3000,3000,3000,6500,0
13102,4512,2500,2397,2150,709,22000,1
13103,1500,2000,1000,1000,1000,1000,0
13104,1900,1677,900,1023,1024,1016,0
13105,105,0,0,71,77,100,1
13106,0,0,0,0,0,0,0
13107,4650,0,30866,2000,2000,2000,0
13108,2831,68116,30800,30000,30000,10000,0
13109,5000,3000,5000,4000,3000,3000,0
13110,1194,404,2851,2959,782,2657,1
13111,1033,1000,0,78794,2900,3000,0
13112,7130,6611,4282,4367,4079,3664,0
13113,8391,9000,6901,6000,6000,6435,0
13114,2514,0,298,659,636,1012,0
13115,3600,3100,2900,2600,2700,4000,0
13116,16527,27243,1000,13256,106354,213405,0
13117,980,11490,2673,14558,16615,1787,0
13118,7000,7004,5013,5000,6000,5000,0
13119,5000,5000,5000,5000,10000,6000,0
13120,1192,1202,1135,1165,1326,2204,0
13121,3004,0,0,0,0,0,0
13122,4000,4000,3000,4000,4000,4000,0
13123,2100,2500,1000,1000,3000,7002,0
13124,20000,2000,2000,12000,0,2000,0
13125,0,0,0,0,0,0,0
13126,1500,2000,1100,505,700,2000,0
13127,650,650,0,647,7706,1679,1
13128,8019,7218,10060,5893,7008,25043,0
13129,8304,1500,500,600,800,0,0
13130,9266,1125,4401,2210,1150,390,0
13131,3000,1800,1000,1100,1200,1500,0
13132,0,0,0,0,0,0,0
13133,9725,10617,8555,4722,2146,199485,1
13134,10663,4520,4537,6308,6000,0,1
13135,496,992,496,0,1488,496,0
13136,5600,1500,0,300,0,6600,0
13137,2015,2000,5034,1045,776,389,0
13138,5650,1650,2007,1500,2100,1500,0
13139,0,200,12141,0,0,0,1
13140,326,326,326,326,326,324,0
13141,3749,2500,2000,2000,2069,2000,0
13142,2000,839,718,50824,2242,1100,0
13143,3000,3000,3000,3000,3000,3000,0
13144,0,390,390,721,0,461,1
13145,648,11198,4057,4523,9407,3948,0
13146,3134,0,0,1186,0,1047,1
13147,90044,10090,50006,20000,5000,20000,0
13148,1000,0,2640,695,738,0,0
13149,2009,2000,2000,3000,900,0,0
13150,27000,17000,7030,7000,10000,30000,0
13151,6500,5600,0,12000,0,11800,1
13152,2000,2000,0,0,0,0,0
13153,0,5694,5014,5215,11016,0,1
13154,0,0,23374,2000,2000,13000,0
13155,1900,1630,890,1300,762,1000,0
13156,4942,4875,4085,4113,4074,4820,0
13157,1368,1000,7331,7000,7000,7000,0
13158,0,0,0,0,0,0,0
13159,0,0,0,0,281,0,1
13160,2000,3000,1500,1200,1136,1032,0
13161,6000,4000,4000,4000,3000,1000,0
13162,390,0,780,0,1735,0,0
13163,0,1309,0,0,0,0,1
13164,3000,7000,1100,1000,0,0,0
13165,2010,1500,788,559,0,0,0
13166,0,0,0,67052,0,0,0
13167,855,0,0,0,599,0,0
13168,4921,5317,5631,3345,3360,3483,0
13169,2348,1542,1041,2019,789,5013,0
13170,10000,2014,1000,1000,3000,4000,0
13171,90500,3000,3000,2500,2500,3000,0
13172,4000,0,1500,3500,2600,0,1
13173,5305,3590,1118,720,50000,4200,0
13174,8000,4500,4532,5451,5000,4500,0
13175,4300,1500,0,0,1233,870,0
13176,2235,1858,823,838,702,687,0
13177,0,0,0,0,0,0,1
13178,0,0,6299,0,197,0,0
13179,2691,21000,2500,2800,2800,2700,0
13180,5105,10000,2000,2000,2000,2000,0
13181,1475,1000,249,600,201,0,0
13182,4191,1200,1893,42804,10,85820,0
13183,2347,11046,74934,0,5705,8503,0
13184,0,1612,700,714,861,393,1
13185,258,44476,18547,17000,95780,99983,1
13186,250000,401003,7990,11000,417990,3080,0
13187,5100,3000,3139,27000,4000,4000,0
13188,2500,1800,2100,1900,0,3500,1
13189,1544,3114,1223,1267,1275,1320,0
13190,2200,10000,3000,1000,1500,0,0
13191,4000,3505,3005,3008,7253,12,0
13192,1999,1040,265,66,0,0,0
13193,2975,0,1000,1000,790,816,1
13194,4000,4000,3500,3500,3500,3500,0
13195,0,0,0,0,0,0,1
13196,1338,1400,274,560,0,0,1
13197,7462,6487,5025,6101,10601,2,0
13198,19753,26245,135000,53000,163837,37345,0
13199,6678,9740,4088,5428,13138,12174,0
13200,0,0,150,920,0,17386,0
13201,10925,2351,1886,1616,1756,1182,0
13202,1200,1200,1000,1000,1000,1000,0
13203,2017,1965,2000,2210,2500,2339,0
13204,0,0,53826,1642,20000,1256,0
13205,2949,3034,4200,4277,2688,3651,0
13206,360,398,208,792,2788,3675,0
13207,2995,240,1051,0,6461,18,0
13208,2003,1504,2017,2000,1000,1100,0
13209,1500,1528,0,730,199,100,1
13210,0,0,700,0,0,0,0
13211,3420,1300,0,1210,1391,665,0
13212,3308,50206,40,8334,23102,5004,0
13213,2290,2756,3560,6661,3877,1249,0
13214,2606,3174,386,1778,384,1446,0
13215,3500,3000,2500,2500,2500,2500,0
13216,0,0,0,630,1613,1618,0
13217,10000,450,7025,7161,8000,6883,0
13218,1100,1500,0,600,0,600,1
13219,3030,2124,646,828,1097,612,0
13220,1338,1500,1000,5000,2000,24,0
13221,2200,150,3200,2000,1500,2000,0
13222,3000,2000,1000,1000,800,3000,0
13223,2238,2170,617,631,635,614,0
13224,1300,3138,500,2000,1000,1000,0
13225,10010,3000,5000,5000,3000,5000,0
13226,4578,2795,1473,18177,2046,2615,0
13227,1175,0,2530,0,0,0,0
13228,10075,10135,6034,10000,3000,5000,0
13229,1795,1190,0,659,90,8856,0
13230,2500,3970,2500,2500,2500,1700,1
13231,0,0,0,0,0,0,1
13232,0,0,0,0,0,0,1
13233,2800,1900,1300,1363,1500,1466,0
13234,2036,1747,2000,3800,1900,1900,1
13235,3900,0,1300,1100,1100,1000,1
13236,1500,1600,600,500,600,2600,0
13237,495,1862,230,661,658,532,0
13238,1700,0,700,620,800,300,1
13239,780,0,0,0,0,0,1
13240,2516,5252,13192,20000,1179,623,0
13241,816,1617,875,917,5434,14115,0
13242,3600,3000,4710,1500,1000,1000,0
13243,0,499,0,0,0,0,0
13244,1089,7161,4072,2613,10322,511,0
13245,5078,5069,109,97,25,145,0
13246,3032,2311,1570,1500,983,3000,0
13247,300,1000,1000,1000,1500,1200,0
13248,768,531,22058,468,681,446,0
13249,73,32789,474,25877,20000,10000,0
13250,2834,0,900,2000,4000,2000,0
13251,9000,4390,0,0,831,6000,0
13252,5000,3703,1000,660,686,638,0
13253,0,1238,531,555,547,533,1
13254,1500,2800,0,0,0,0,0
13255,6000,8000,6300,6000,6500,6100,0
13256,1260,1000,105,79,270,0,0
13257,0,0,0,3774,0,686,0
13258,0,14000,7000,0,10000,5000,1
13259,3600,8510,4000,5000,5000,5398,1
13260,1129,1139,305,316,331,303,0
13261,0,0,0,0,0,0,0
13262,1800,4500,0,2400,0,3000,1
13263,4921,4569,4290,5000,5000,3000,0
13264,3000,3500,2500,3000,0,3500,0
13265,4018,1809,0,36583,334,0,0
13266,1415,12182,12201,12403,10350,3000,1
13267,1363,1564,528,494,3000,3000,0
13268,3049,2049,0,63889,0,4000,0
13269,113,8178,500,1000,846,0,0
13270,316,316,316,316,316,314,0
13271,5783,35069,4341,46,5849,48366,0
13272,2333,0,5182,0,0,2597,0
13273,2106,5500,2000,2000,1350,700,0
13274,1900,1610,1339,1387,1395,1452,1
13275,692,316,692,316,859,1008,0
13276,3002,2500,3000,2000,2500,1500,0
13277,10290,0,5519,3,6134,3779,0
13278,39000,150109,180,58000,56200,20000,0
13279,608,700,5954,0,1308,0,1
13280,2343,0,4462,0,150,860,0
13281,600,2300,0,0,412,3146,1
13282,3000,31,3000,1500,2000,1000,0
13283,4500,3500,4000,3000,3000,2200,0
13284,2162,2284,2100,4200,0,4200,0
13285,2464,1902,1378,1589,2000,1506,0
13286,0,0,0,0,0,0,0
13287,0,3313,2879,2976,2839,2935,1
13288,164163,3877,1535,1517,1526,1580,0
13289,9300,7500,7500,7500,7500,7600,0
13290,1146,1811,0,876,0,374,0
13291,2000,1800,0,4100,0,2500,1
13292,1259,1100,197,362,1000,1000,0
13293,9061,7935,5238,8594,3743,12820,0
13294,1700,1600,1300,1500,2000,99334,0
13295,1358,1230,617,776,1000,4000,0
13296,4000,1704,1100,1000,1000,1000,0
13297,4000,0,4100,2000,2200,2200,0
13298,0,0,92384,13196,1200,0,0
13299,1747,1800,1136,1178,2430,0,0
13300,0,2300,2400,0,0,0,1
13301,6000,2000,3000,2000,2000,3000,0
13302,1320,5273,4598,0,2620,5956,0
13303,4214,3377,3395,3468,3133,3307,0
13304,10000,5874,5000,10000,2000,1400,0
13305,396,792,0,396,396,396,1
13306,2683,2500,3000,6000,2500,1000,0
13307,0,1200,155,3000,0,0,0
13308,10461,10212,8000,10000,20000,10000,0
13309,3100,1800,1700,2000,1746,1941,0
13310,5059,14659,5000,8000,5000,10000,0
13311,2468,0,1159,11476,0,2034,0
13312,1448,1500,419,455,115,19627,0
13313,0,0,1300,2123,1000,2000,1
13314,880,0,0,0,0,1740,0
13315,0,0,0,0,1306,0,1
13316,0,0,0,0,17480,76220,0
13317,4101,133359,6000,2046,106172,63750,0
13318,1887,1601,1500,1696,1658,1179,0
13319,6000,4200,4252,4300,4500,4000,0
13320,1810,2500,2000,2000,1465,2000,0
13321,5000,1900,2000,1223,70027,2600,0
13322,0,0,0,0,0,0,1
13323,1121,6135,308,316,2000,500,1
13324,2800,0,0,0,0,0,0
13325,4000,3800,3802,4363,3500,3303,0
13326,2055,1935,675,662,650,666,1
13327,2000,3000,300,3000,0,0,0
13328,12009,7508,6000,39604,6341,5000,1
13329,326,326,652,0,29326,326,1
13330,1600,1600,1200,2600,700,0,1
13331,1751,1500,1000,779,545,500,1
13332,2220,2500,644,628,642,1500,0
13333,1500,1433,1465,0,500,1000,0
13334,541,1082,0,541,541,541,0
13335,3184,3000,18300,33336,984,63000,1
13336,253,0,0,0,0,3642,0
13337,5079,0,4007,7457,2819,8638,0
13338,0,1000,3000,9290,1826,3706,0
13339,36655,24104,13144,12000,9300,14154,0
13340,0,21300,10000,0,9500,9500,1
13341,3377,3504,2620,2791,2639,2859,0
13342,0,0,0,0,0,0,0
13343,5344,3013,3034,4069,3018,3069,0
13344,390,390,390,390,390,390,1
13345,975,246,246,246,884,1000,0
13346,0,0,29337,1500,1500,1500,1
13347,1326,1317,714,925,400,0,0
13348,0,0,0,0,2040,13061,1
13349,2000,1548,1199,1300,1337,13000,0
13350,8619,6206,2905,7944,13524,16233,0
13351,1300,1500,1500,1500,1000,1500,0
13352,1188,1499,436,452,654,455,0
13353,2000,3500,0,2000,0,5000,0
13354,4500,3137,2700,3000,6000,3500,0
13355,2850,0,0,0,0,0,0
13356,3000,3626,0,41257,709,0,0
13357,3473,0,1012,0,0,0,0
13358,3800,3900,4000,4100,4100,5500,0
13359,439,2000,42000,1700,2000,1700,0
13360,7018,0,3000,3100,3000,3100,0
13361,7662,2066,2007,2108,394,3214,0
13362,2060,1014,170,17948,188,390,0
13363,133280,4813,4039,4095,4271,3701,0
13364,2000,5700,1800,2500,0,2000,0
13365,2100,1000,1000,700,1000,500,0
13366,6815,0,1000,6344,2408,0,0
13367,2500,15000,0,15655,0,1674,0
13368,2300,1000,1000,1000,2000,3094,0
13369,4800,4006,3669,0,11781,0,1
13370,0,0,0,0,0,0,1
13371,5652,271,1234,1015,3579,2053,0
13372,6010,4000,0,2000,247,12000,0
13373,2406,2000,462,736,0,147,0
13374,6300,6800,4000,4200,7000,3000,0
13375,1158,1150,335,346,336,1323,0
13376,2000,5000,2000,17000,1500,2000,0
13377,1684,0,0,0,0,0,0
13378,782,0,38661,7486,156,12508,0
13379,5000,3500,4000,5000,3500,3500,0
13380,120018,10071,8037,8018,8809,5022,1
13381,4028,2077,1001,3008,1305,1007,0
13382,1952,1001,957,1981,1900,1822,0
13383,2500,2000,2000,4500,4000,1500,0
13384,6000,12000,6000,6000,5000,5000,0
13385,4300,3500,3600,3881,4200,3521,0
13386,5163,4000,3764,4000,5000,5030,0
13387,16991,10447,6006,6006,6147,5001,1
13388,0,5000,10089,0,2000,4166,0
13389,8,0,35958,50000,0,10000,0
13390,2017,5,1000,5000,1000,603,1
13391,1500,1000,1000,1000,0,0,0
13392,1398,1136,483,340,368,300,0
13393,4000,3010,2600,3000,3000,3000,0
13394,10000,10000,23000,5000,4000,3500,0
13395,1709,1725,1589,1646,1972,1263,0
13396,1331,6478,14,443,6093,190,0
13397,1500,1206,0,20689,697,641,0
13398,4200,2785,2291,1965,1465,62121,0
13399,0,0,0,0,0,0,1
13400,2100,0,3600,1900,0,3285,1
13401,2679,120000,5003,5000,10979,5016,1
13402,68738,50000,26905,30000,7000,10000,0
13403,982,6500,1000,1000,1000,1000,0
13404,2000,2000,1071,1500,0,0,1
13405,2021,0,1596,1655,3684,0,1
13406,0,0,0,0,0,0,1
13407,6000,5000,4871,5905,5491,5000,0
13408,10730,30629,0,0,27000,18125,0
13409,1800,0,3548,1668,1677,1668,0
13410,11645,0,0,0,0,0,0
13411,4905,0,0,2160,0,0,0
13412,316,316,316,2588,1098,0,1
13413,2334,707,2145,1599,5419,5039,1
13414,14,9497,9124,2000,1200,1000,0
13415,20078,5017,509,29526,35000,93600,0
13416,18641,75207,5100,5089,118,1647,0
13417,0,2000,0,1400,0,1600,1
13418,10000,2015,5000,20000,3000,1210,0
13419,1309,1285,657,2000,388,390,1
13420,10000,10000,10000,11256,13841,15059,0
13421,3300,2700,0,5900,3100,0,0
13422,1867,5816,1340,5342,4,0,1
13423,2188,1000,75,2003,0,0,1
13424,11100,4551,9,4230,4253,4545,0
13425,907,900,923,922,900,946,0
13426,4983,3396,1464,750,3091,5943,0
13427,1806,1752,1168,1205,1207,1199,0
13428,9289,300,332,400,358,350,0
13429,0,539,37970,2000,1500,1481,0
13430,1000,2000,1000,1000,955,1500,1
13431,2851,0,4319,0,0,6860,0
13432,2890,0,321,6501,0,0,1
13433,1300,2000,3000,234,284,1149,0
13434,1586,1000,0,0,0,0,0
13435,2000,2000,3000,2000,20000,2000,0
13436,10000,10031,2141,3074,3000,3000,0
13437,50122,50181,20609,30291,30121,30092,0
13438,1200,2000,1500,2000,2000,1300,0
13439,785,47822,0,460,0,2070,0
13440,1900,0,3200,1350,0,1400,1
13441,836,1672,0,836,836,836,0
13442,14117,14100,14144,17100,17500,3600,0
13443,1489,1496,578,594,596,613,0
13444,18300,8000,7700,7700,0,7900,1
13445,46980,64890,122080,106625,141711,138195,0
13446,2015,2015,2015,2015,1925,2105,0
13447,9482,6058,7859,126683,7440,8259,0
13448,0,780,390,0,390,390,0
13449,5000,6039,4000,4000,4000,3000,0
