ID,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6
12867,3,2,2,-2,-2,-2,
12868,0,0,0,-1,0,0,
12869,0,0,0,0,0,0,
12870,1,-2,-2,-2,-2,-1,
12871,-1,-1,-1,-1,-1,-1,
12872,0,0,0,0,0,0,
12873,-1,-1,-1,-1,-1,-2,
12874,0,0,0,0,0,0,
12875,1,-2,-1,-1,0,0,
12876,-1,-1,-1,-1,-1,-1,
12877,0,0,0,0,0,0,
12878,0,0,0,0,0,0,
12879,0,0,0,0,0,0,
12880,-1,-1,0,0,0,0,
12881,1,2,2,2,0,0,
12882,0,0,0,0,0,-1,
12883,0,0,0,0,0,0,
12884,0,0,0,0,0,0,
12885,-1,-1,-1,-1,-1,-1,
12886,2,2,0,0,0,0,
12887,-1,-1,-1,-2,-1,-1,
12888,1,-2,-2,-2,-2,-1,
12889,0,0,0,0,0,0,
12890,0,0,0,0,0,0,
12891,2,2,2,2,2,2,
12892,-2,-2,-2,-2,-2,-2,
12893,2,0,0,0,0,0,
12894,0,-1,0,0,-1,0,
12895,1,2,2,2,2,2,
12896,2,-1,-1,-1,-1,-2,
12897,-1,-1,-1,-1,-1,-1,
12898,0,0,0,0,0,0,
12899,-1,-1,-1,-1,-2,-2,
12900,0,0,0,0,0,2,
12901,1,-2,-2,-1,0,-1,
12902,-2,-2,-2,-2,-2,-2,
12903,-1,-1,-1,-1,-1,-1,
12904,1,-1,-1,-1,0,0,
12905,0,0,0,0,0,0,
12906,1,-1,2,-1,-1,-1,
12907,0,0,0,0,0,0,
12908,0,0,0,0,0,2,
12909,0,0,0,0,0,0,
12910,0,0,0,0,0,0,
12911,0,0,0,0,0,0,
12912,0,0,2,2,0,0,
12913,0,0,0,0,0,0,
12914,0,0,0,0,0,0,
12915,0,0,0,0,0,2,
12916,0,0,0,2,0,0,
12917,0,0,0,0,2,0,
12918,2,2,2,0,0,2,
12919,-1,-1,-1,0,-1,-1,
12920,0,0,0,0,0,0,
12921,0,0,0,0,0,0,
12922,0,0,0,0,0,0,
12923,1,2,0,0,-2,-2,
12924,-1,-1,-1,-1,-1,-1,
12925,1,-1,-1,-1,-1,-1,
12926,1,2,2,0,0,0,
12927,-1,-1,2,0,0,-1,
12928,0,0,0,-1,-1,-1,
12929,-1,-1,-1,-1,0,0,
12930,0,0,0,-1,-1,-1,
12931,2,3,2,2,0,0,
12932,-1,0,0,0,0,0,
12933,1,-2,-2,-2,-2,-2,
12934,0,0,0,0,0,0,
12935,0,0,0,0,0,0,
12936,-2,-2,-2,-2,-2,-2,
12937,0,0,0,0,0,2,
12938,0,0,0,0,0,0,
12939,0,0,2,0,0,0,
12940,-2,-2,-2,-2,-2,-2,
12941,0,0,0,0,0,0,
12942,1,2,2,2,2,-2,
12943,2,-1,2,2,-2,-2,
12944,0,0,0,0,0,0,
12945,0,0,0,0,0,0,
12946,0,0,0,0,0,0,
12947,0,0,0,0,0,0,
12948,1,2,0,0,0,0,
12949,-1,-1,-1,0,0,0,
12950,0,0,0,0,0,0,
12951,-1,-1,-1,-1,0,-1,
12952,0,0,0,0,0,0,
12953,0,0,0,0,0,0,
12954,0,0,0,0,0,0,
12955,0,0,0,0,0,0,
12956,2,0,0,0,0,2,
12957,2,0,0,0,0,0,
12958,-2,-2,-2,-2,-2,-2,
12959,-1,-1,-1,-1,-1,0,
12960,0,0,0,0,-1,0,
12961,0,0,0,0,2,0,
12962,-1,-1,2,-1,-1,-2,
12963,-1,0,0,0,0,0,
12964,0,0,0,0,0,0,
12965,2,0,0,2,0,0,
12966,0,0,0,0,0,0,
12967,0,0,-1,0,0,0,
12968,1,2,2,2,0,0,
12969,0,0,0,0,0,0,
12970,0,0,0,0,0,0,
12971,1,-2,-2,-2,-1,0,
12972,-1,-1,2,-1,-1,0,
12973,-1,-1,-1,-1,0,0,
12974,0,0,0,0,0,0,
12975,0,0,0,0,0,0,
12976,0,0,0,0,0,0,
12977,0,0,0,0,0,0,
12978,1,-2,-2,-2,-2,-1,
12979,-2,-2,-2,-2,-2,-2,
12980,1,2,0,0,0,0,
12981,0,0,0,0,0,0,
12982,-1,-1,-1,-2,-2,-1,
12983,0,0,0,0,0,0,
12984,-2,-2,-2,-2,-2,-2,
12985,0,0,0,0,0,0,
12986,0,0,0,0,0,-2,
12987,1,2,-1,0,0,2,
12988,0,0,0,0,0,0,
12989,0,0,2,0,0,0,
12990,1,-2,-2,-2,-2,-2,
12991,0,0,0,0,0,0,
12992,0,0,0,0,0,0,
12993,-2,-2,-2,-2,-2,-2,
12994,-1,-1,-1,-1,-1,-1,
12995,0,0,0,0,0,0,
12996,0,0,0,0,0,0,
12997,-1,-1,-1,-1,-1,-1,
12998,0,0,0,0,0,0,
12999,0,0,0,0,0,2,
13000,0,-1,-1,-2,-2,-2,
13001,-1,-1,2,0,0,-1,
13002,0,0,0,0,0,0,
13003,2,0,0,0,0,0,
13004,0,0,0,0,0,0,
13005,0,0,0,0,0,-2,
13006,-2,-2,-2,-2,-2,-2,
13007,0,0,0,0,0,0,
13008,0,0,2,2,2,2,
13009,-1,-1,-1,-1,0,-1,
13010,0,0,0,0,0,0,
13011,0,0,0,0,0,0,
13012,1,-2,-2,-2,-2,-2,
13013,0,0,0,0,0,0,
13014,0,0,0,0,0,0,
13015,0,0,2,2,0,0,
13016,0,0,0,0,0,0,
13017,0,0,0,0,0,0,
13018,1,2,2,0,0,0,
13019,-2,-2,-2,-2,-2,-2,
13020,0,-1,-1,-1,-2,-2,
13021,1,2,-1,-1,-1,-1,
13022,-1,-1,-1,-1,2,2,
13023,0,0,0,0,0,0,
13024,0,0,0,2,0,0,
13025,2,4,3,2,2,2,
13026,0,0,0,2,0,0,
13027,0,0,0,0,0,0,
13028,-1,-1,-1,-2,-2,-2,
13029,0,0,-2,-2,-2,-2,
13030,0,0,0,0,0,0,
13031,-2,-2,-2,-2,-2,-2,
13032,-2,-1,0,-1,-1,-1,
13033,0,0,0,0,0,0,
13034,0,0,0,0,0,2,
13035,-1,-1,-1,-1,-1,-2,
13036,-2,-2,-2,-2,-2,-2,
13037,0,0,0,0,0,0,
13038,0,0,0,0,0,0,
13039,0,0,0,0,0,0,
13040,-2,-2,-1,0,0,0,
13041,0,0,0,0,0,0,
13042,0,0,0,0,0,0,
13043,0,0,0,0,0,0,
13044,-1,-1,-1,-1,-1,-1,
13045,0,0,0,0,0,0,
13046,1,-2,-2,-2,-2,-2,
13047,0,0,0,0,0,0,
13048,-2,-2,-2,-2,-2,-2,
13049,0,0,0,0,0,0,
13050,0,0,0,0,0,0,
13051,-1,-1,-1,-1,-1,-2,
13052,0,0,0,0,-1,-1,
13053,0,0,0,0,0,0,
13054,-1,-1,-1,-1,0,0,
13055,-1,-1,-1,-1,-1,-1,
13056,-1,2,-1,-1,-1,-1,
13057,-1,-1,-1,-1,-1,-1,
13058,0,0,-1,-1,-1,-1,
13059,0,0,0,0,0,0,
13060,0,0,0,0,0,0,
13061,0,0,0,0,0,0,
13062,-2,-2,-2,-2,-2,-2,
13063,0,0,2,-1,0,0,
13064,0,0,0,0,0,0,
13065,0,0,-1,0,0,0,
13066,0,0,0,0,0,0,
13067,0,-1,0,0,0,0,
13068,0,0,0,0,0,0,
13069,1,2,2,2,0,0,
13070,0,0,0,0,0,0,
13071,-1,2,-1,2,0,0,
13072,2,2,2,0,0,0,
13073,0,0,0,0,0,0,
13074,0,0,0,0,0,0,
13075,0,0,0,0,0,0,
13076,0,0,-1,-1,-1,-2,
13077,0,0,0,0,0,0,
13078,0,0,0,0,0,0,
13079,-2,-2,-2,-2,-2,-2,
13080,0,0,0,0,0,0,
13081,0,0,0,0,0,0,
13082,0,0,0,0,0,0,
13083,0,0,0,0,0,0,
13084,0,0,0,0,0,0,
13085,-1,-1,-1,-1,-1,-1,
13086,2,3,2,2,3,2,
13087,0,0,0,0,0,0,
13088,-2,-2,-2,-2,-2,-1,
13089,0,0,0,0,2,0,
13090,0,0,2,0,0,2,
13091,1,-1,-1,-1,-1,-1,
13092,0,0,0,0,0,2,
13093,-1,-1,-1,-1,0,-1,
13094,1,-2,-2,-2,-2,-2,
13095,0,0,0,-2,-2,-2,
13096,-1,2,-1,-1,-2,-2,
13097,2,2,0,0,0,0,
13098,0,0,0,0,0,0,
13099,-1,-1,-1,-1,-1,-1,
13100,0,0,0,0,0,0,
13101,0,0,0,0,0,0,
13102,2,2,2,2,2,2,
13103,-1,-1,-1,-1,-1,-1,
13104,-1,-1,-1,-1,-1,0,
13105,0,-1,-1,-2,-2,-2,
13106,2,2,2,0,0,2,
13107,0,0,0,0,0,-1,
13108,0,0,0,2,0,0,
13109,-2,-2,-2,-2,-2,-2,
13110,0,0,0,0,0,0,
13111,0,0,0,0,0,0,
13112,1,-2,-2,-2,-2,-2,
13113,1,5,4,4,3,2,
13114,0,0,0,0,0,0,
13115,0,0,-1,-1,0,0,
13116,-1,2,-1,-1,-1,-1,
13117,0,0,0,0,2,0,
13118,2,0,0,0,0,0,
13119,0,0,0,0,0,0,
13120,-2,-2,-2,-2,-2,-1,
13121,0,0,0,0,0,0,
13122,-1,-1,-1,-1,-1,-1,
13123,0,0,0,0,0,0,
13124,0,0,0,0,0,0,
13125,0,0,0,0,0,0,
13126,-2,-2,-2,-2,-2,-2,
13127,1,2,0,0,0,2,
13128,0,0,0,0,0,0,
13129,1,2,2,2,0,0,
13130,0,0,0,0,0,0,
13131,-2,-2,-2,-2,-2,-1,
13132,0,0,0,0,0,0,
13133,0,0,0,0,0,0,
13134,0,0,0,0,0,0,
13135,-2,-2,-2,-2,-2,-2,
13136,-1,3,2,2,2,2,
13137,0,0,0,0,0,0,
13138,-1,0,0,0,0,0,
13139,-1,-1,0,0,0,-1,
13140,2,2,2,2,2,0,
13141,-1,-1,-1,-1,-1,-2,
13142,0,0,0,0,0,0,
13143,0,0,0,2,2,0,
13144,-2,-2,-2,-2,-2,-2,
13145,-1,3,2,-1,-1,-1,
13146,2,0,0,0,0,0,
13147,2,0,0,0,0,0,
13148,-1,-1,-1,-1,-1,-1,
13149,0,0,0,0,0,0,
13150,2,2,2,2,2,2,
13151,0,0,0,0,0,0,
13152,-2,-2,-2,-1,-1,-1,
13153,0,0,0,0,0,2,
13154,0,-1,0,0,-1,-1,
13155,-1,0,0,0,0,0,
13156,0,0,0,0,0,0,
13157,0,0,0,0,0,2,
13158,-2,-1,-1,-1,-1,0,
13159,0,0,0,0,0,2,
13160,-2,-2,-2,-2,-2,-2,
13161,2,2,-2,-2,-2,-2,
13162,1,-2,-1,-1,-1,-2,
13163,2,2,0,0,2,0,
13164,0,0,0,0,0,0,
13165,-1,-1,0,0,0,0,
13166,0,0,0,0,0,0,
13167,2,0,0,0,2,2,
13168,0,0,0,0,0,0,
13169,0,0,0,0,0,0,
13170,0,0,0,0,0,0,
13171,2,2,2,2,2,2,
13172,0,0,0,0,0,2,
13173,0,0,0,0,0,0,
13174,0,0,0,0,0,0,
13175,0,0,0,0,0,0,
13176,0,0,0,0,0,-1,
13177,1,-1,0,0,0,0,
13178,0,0,0,0,0,0,
13179,0,0,0,0,0,0,
13180,0,0,0,0,0,0,
13181,0,0,0,0,0,0,
13182,-2,-2,-2,-2,-2,-2,
13183,0,-1,-1,-1,-1,-1,
13184,-1,0,0,0,0,0,
13185,0,0,0,0,0,0,
13186,-1,-1,-1,-1,-1,-1,
13187,-1,-1,-1,-1,-1,0,
13188,3,2,2,0,0,0,
13189,0,0,0,0,0,0,
13190,5,4,3,2,2,2,
13191,-1,-1,-1,-1,-1,-1,
13192,0,0,0,0,0,0,
13193,0,0,0,0,0,0,
13194,0,0,0,0,0,0,
13195,1,2,2,2,2,2,
13196,-1,2,-1,2,-1,0,
13197,1,2,0,0,0,0,
13198,1,2,2,2,2,2,
13199,-1,-1,-1,-1,-1,-1,
13200,2,2,2,2,2,2,
13201,0,0,0,0,0,0,
13202,0,0,0,0,0,-2,
13203,0,0,0,0,0,0,
13204,0,0,0,0,0,0,
13205,0,0,0,0,0,0,
13206,-2,-1,2,-1,-1,-1,
13207,-1,-1,-1,-2,-1,0,
13208,-1,-1,-1,-1,-1,-1,
13209,0,0,0,0,2,2,
13210,-1,-1,-1,-1,-1,-1,
13211,-1,-1,-2,-2,-2,-1,
13212,1,-2,-1,-1,-2,-2,
13213,0,0,2,2,2,2,
13214,-1,-1,-1,-1,-1,-1,
13215,0,0,0,0,0,0,
13216,0,0,0,0,0,0,
13217,-1,2,0,0,0,2,
13218,-1,-1,-1,-1,-1,-1,
13219,1,2,0,0,0,0,
13220,0,0,-1,0,0,-1,
13221,0,0,0,-1,-1,2,
13222,0,0,0,0,0,0,
13223,-1,-1,-1,-1,-1,-1,
13224,0,0,0,0,0,0,
13225,1,2,2,2,0,0,
13226,2,0,0,0,0,0,
13227,0,0,0,0,0,0,
13228,1,-2,-1,-1,-2,-1,
13229,1,2,2,2,2,2,
13230,0,0,0,0,0,0,
13231,0,0,0,0,0,0,
13232,2,0,0,2,2,2,
13233,0,0,0,2,0,0,
13234,1,-2,-2,-2,-2,-2,
13235,0,0,0,0,0,0,
13236,2,2,2,2,2,2,
13237,-1,-1,-1,-1,-1,-1,
13238,1,2,2,0,0,2,
13239,-2,-2,-2,-2,-2,-2,
13240,0,0,0,0,0,0,
13241,0,0,0,0,0,0,
13242,0,0,0,0,-1,-1,
13243,1,-1,-1,-1,-1,-1,
13244,-1,-1,-1,-1,-1,-2,
13245,0,0,0,0,-1,-1,
13246,0,0,0,0,0,0,
13247,2,2,3,2,2,2,
13248,2,0,0,0,2,2,
13249,2,-1,-1,-1,-1,-2,
13250,0,0,0,0,0,0,
13251,0,0,0,0,0,0,
13252,0,0,0,0,0,0,
13253,2,0,0,0,0,0,
13254,0,0,3,2,2,2,
13255,-1,-1,-1,0,0,-1,
13256,0,0,0,-2,-1,-1,
13257,0,-1,-1,-2,-2,-1,
13258,0,0,0,0,0,0,
13259,0,0,0,0,0,0,
13260,1,-2,-1,-1,-1,-1,
13261,6,5,4,3,2,0,
13262,0,0,0,-1,-1,-1,
13263,0,0,0,0,0,0,
13264,-1,-1,-1,-1,0,-1,
13265,-1,-1,-1,-1,-1,0,
13266,0,0,0,0,0,0,
13267,0,0,0,0,0,0,
13268,0,0,2,2,2,0,
13269,0,0,2,0,0,2,
13270,0,0,0,0,0,0,
13271,0,0,0,0,0,0,
13272,0,0,0,0,0,0,
13273,-1,-1,0,0,0,0,
13274,-2,-2,-2,-2,-2,-2,
13275,0,0,0,0,0,0,
13276,1,-2,-2,-2,-2,-2,
13277,2,-1,0,0,-2,-1,
13278,2,0,0,0,0,0,
13279,0,0,0,0,0,0,
13280,0,0,0,0,0,2,
13281,0,0,0,0,0,0,
13282,0,0,0,0,2,2,
13283,-2,-2,-2,-2,-2,-2,
13284,0,0,0,0,0,0,
13285,-1,-1,-1,-1,-1,-1,
13286,0,0,0,0,0,0,
13287,0,0,0,0,0,0,
13288,1,-2,-2,-2,-2,-2,
13289,0,0,0,0,-1,0,
13290,0,0,0,0,0,0,
13291,0,0,-1,-1,-1,-1,
13292,2,2,7,7,7,6,
13293,0,-1,-1,0,-1,0,
13294,1,-1,-1,-1,-1,0,
13295,-1,-1,0,0,0,0,
13296,2,0,0,0,0,2,
13297,0,0,2,2,2,0,
13298,0,0,0,0,0,0,
13299,2,0,0,0,0,0,
13300,0,0,0,0,0,2,
13301,0,0,0,0,0,-1,
13302,0,0,0,0,0,0,
13303,0,0,0,-2,-2,-2,
13304,1,2,0,0,0,0,
13305,1,2,2,2,2,2,
13306,0,0,0,0,2,0,
13307,1,-2,-2,-2,-1,-1,
13308,1,2,2,2,0,0,
13309,0,0,0,0,0,0,
13310,0,0,2,0,0,0,
13311,0,0,0,0,0,0,
13312,0,0,0,0,0,2,
13313,0,0,0,0,0,0,
13314,0,0,0,0,0,0,
13315,0,-1,0,0,0,0,
13316,-1,-1,-1,2,0,0,
13317,0,0,0,0,0,0,
13318,0,0,0,0,0,0,
13319,0,0,0,0,0,0,
13320,-1,-1,-1,-2,-2,-2,
13321,-2,-2,-2,-2,-2,-2,
13322,1,2,2,0,0,0,
13323,-1,-1,-1,-1,0,-1,
13324,1,2,2,0,0,0,
13325,0,0,0,0,0,-1,
13326,0,0,0,0,0,3,
13327,1,2,3,2,2,2,
13328,0,0,0,0,0,0,
13329,0,0,0,-2,-1,0,
13330,-1,2,-1,-1,-1,-1,
13331,1,-2,-1,-1,-1,-1,
13332,-1,-1,-1,-1,0,-1,
13333,0,0,0,0,0,0,
13334,1,3,2,2,3,2,
13335,0,0,0,0,0,-2,
13336,-2,-2,-2,-2,-2,-2,
13337,1,-2,-2,-1,-1,-1,
13338,0,0,0,0,0,0,
13339,0,0,0,0,0,0,
13340,0,0,0,0,0,0,
13341,0,0,0,0,0,0,
13342,0,0,0,0,0,0,
13343,2,2,2,2,2,2,
13344,0,0,0,0,0,0,
13345,0,0,0,0,0,0,
13346,1,-2,-2,-2,-2,-2,
13347,1,2,2,2,0,0,
13348,4,3,3,3,2,2,
13349,-2,-2,-2,-2,-2,-2,
13350,0,0,0,0,0,0,
13351,-2,-2,-2,-2,-2,-2,
13352,1,-2,-2,-2,-2,-2,
13353,-1,-1,-1,-1,-1,-1,
13354,-1,-1,-1,-1,0,0,
13355,0,0,2,0,0,0,
13356,0,0,0,0,0,0,
13357,-1,-1,-1,-1,-1,-1,
13358,0,0,0,0,0,0,
13359,0,0,0,-1,0,0,
13360,-1,-1,-2,-2,-2,-2,
13361,1,-2,-2,-2,-1,-1,
13362,-1,-1,3,2,-1,-1,
13363,-1,-1,2,0,0,-2,
13364,0,0,0,0,0,0,
13365,-1,-1,-1,0,0,-1,
13366,0,0,0,0,0,0,
13367,0,0,0,0,-1,0,
13368,-2,-2,-1,0,0,0,
13369,0,0,0,0,0,0,
13370,0,0,0,0,0,0,
13371,0,0,0,0,0,0,
13372,0,0,0,0,-1,0,
13373,2,2,2,3,5,4,
13374,0,0,0,2,2,-1,
13375,-1,-1,-1,-1,0,-1,
13376,1,-2,-2,-1,-1,-1,
13377,0,0,0,0,0,0,
13378,0,0,0,0,0,0,
13379,0,0,0,0,0,0,
13380,1,2,0,0,0,0,
13381,-1,-1,-1,-1,0,-1,
13382,0,0,0,0,0,2,
13383,2,2,0,0,2,2,
13384,0,0,0,0,0,0,
13385,1,2,2,-2,-2,-2,
13386,1,2,2,-1,0,0,
13387,0,0,-1,-1,-1,-1,
13388,2,2,0,0,0,0,
13389,1,-2,-2,-1,-1,-1,
13390,0,0,0,0,0,0,
13391,0,0,0,0,0,0,
13392,2,2,0,0,0,-1,
13393,0,0,0,0,0,2,
13394,2,2,2,2,2,2,
13395,-1,0,0,0,0,0,
13396,-1,2,2,-1,-1,-2,
13397,0,0,0,0,0,0,
13398,0,0,0,0,0,0,
13399,1,-2,-1,2,2,2,
13400,2,2,2,2,3,2,
13401,1,-2,-1,2,-1,-1,
13402,0,0,0,0,0,0,
13403,-1,-1,-2,-1,-1,-1,
13404,0,0,0,0,0,0,
13405,-1,-1,-1,-1,-2,-2,
13406,0,0,0,0,0,0,
13407,-1,-1,-1,-1,-1,-1,
13408,-1,-1,0,0,0,0,
13409,0,0,0,-1,-1,-1,
13410,-1,-1,-1,-1,0,0,
13411,1,-2,-1,2,2,-2,
13412,2,2,2,0,0,0,
13413,1,-2,-2,-1,-1,-2,
13414,1,2,0,0,0,0,
13415,1,1,-1,-1,-1,-1,
13416,2,0,0,2,3,2,
13417,0,0,0,0,0,0,
13418,-1,-1,0,0,0,0,
13419,0,0,0,0,0,0,
13420,-1,-1,-1,-1,-1,-1,
13421,-2,-2,-2,-2,-2,-2,
13422,-1,-1,-1,-1,0,0,
13423,0,0,0,2,2,2,
13424,-2,-2,-2,-2,-2,-2,
13425,0,0,-1,0,0,-2,
13426,-2,-2,-2,-2,-2,-2,
13427,2,2,2,2,2,2,
13428,0,0,0,0,0,0,
13429,0,0,0,0,-1,-1,
13430,0,0,0,0,0,0,
13431,2,2,2,2,2,2,
13432,0,0,0,0,0,0,
13433,0,0,0,0,0,0,
13434,-1,-1,-1,0,0,0,
13435,-1,-1,-1,-1,0,0,
13436,1,-1,-1,-1,-1,-1,
13437,0,0,2,0,0,0,
13438,0,0,0,0,0,0,
13439,0,0,0,0,2,2,
13440,0,0,0,0,2,2,
13441,1,2,0,0,2,0,
13442,0,0,2,0,0,2,
13443,0,0,0,0,0,-1,
13444,0,0,0,0,0,0,
13445,-1,-1,-1,-1,-1,-1,
13446,1,2,2,2,2,2,
13447,-1,-1,-1,-1,-1,-2,
13448,1,-2,-2,-2,-2,-2,
13449,0,0,0,0,0,0,
13450,1,-2,-1,-1,-2,-1,
13451,0,0,2,0,0,2,
13452,0,0,0,0,0,0,
13453,0,0,0,0,0,0,
13454,1,-2,-2,-2,-2,-2,
13455,2,3,3,3,2,2,
13456,0,0,0,-2,-2,-2,
13457,0,0,2,0,0,0,
13458,0,0,0,0,0,0,
13459,0,0,0,0,0,0,
13460,0,0,0,0,0,0,
13461,0,0,0,0,0,0,
13462,0,0,0,0,0,0,
13463,0,0,0,0,0,0,
13464,0,0,0,0,0,0,
13465,-2,-2,-2,-2,-2,-2,
13466,2,2,2,0,0,-1,
13467,0,0,0,0,0,0,
13468,2,0,0,0,2,2,
13469,2,2,2,2,2,2,
13470,-2,-2,-2,-2,-2,-2,
13471,2,2,0,0,0,2,
13472,-1,-1,-1,-1,-1,-1,
13473,0,0,0,0,0,0,
13474,0,0,0,0,0,0,
13475,-1,-1,2,0,0,-1,
13476,2,0,0,0,0,0,
13477,-2,-2,-2,-2,-2,-2,
13478,0,0,0,0,-1,0,
13479,-1,-1,-1,0,0,-1,
13480,2,3,2,0,0,0,
13481,0,0,0,0,0,0,
13482,2,2,2,2,2,2,
13483,0,0,0,0,0,0,
13484,0,0,0,0,0,0,
13485,0,0,0,0,0,0,
13486,-1,-1,-1,-1,-1,2,
13487,-1,-1,-1,-1,0,0,
13488,1,2,0,0,0,0,
13489,0,0,2,2,0,0,
13490,2,0,0,0,0,0,
13491,-1,3,2,-1,0,0,
13492,1,-1,-1,-1,0,0,
13493,2,2,0,0,0,0,
13494,-2,-2,-2,-2,-2,-2,
13495,0,0,0,0,0,0,
13496,0,0,0,0,0,0,
13497,0,0,0,0,0,-1,
13498,-1,-1,-1,-1,-2,-2,
13499,0,0,0,2,0,0,
13500,2,0,0,2,0,0,
13501,-2,-2,-2,-2,-2,-2,
13502,1,2,2,2,2,2,
13503,0,0,0,0,-1,0,
13504,-1,-1,-1,0,0,0,
13505,-1,2,-1,2,0,0,
13506,0,0,0,0,0,0,
13507,0,0,0,0,0,-1,
13508,0,0,0,0,0,0,
13509,0,0,0,0,0,0,
13510,0,0,0,0,-2,-2,
13511,-2,-2,-2,-2,-2,-2,
13512,0,0,0,0,0,0,
13513,0,0,0,0,0,0,
13514,0,0,-1,-1,-1,0,
13515,0,0,0,0,0,0,
13516,0,0,0,0,0,0,
13517,2,0,0,0,-2,-2,
13518,-2,-2,-2,-2,-2,-2,
13519,-2,-2,-2,-2,-2,-2,
13520,0,0,0,0,-2,-2,
13521,0,0,0,2,0,0,
13522,0,0,0,0,0,0,
13523,0,0,0,0,0,0,
13524,0,0,2,2,2,0,
13525,0,0,0,0,0,0,
13526,0,0,0,0,0,0,
13527,0,0,0,0,0,0,
13528,0,0,0,0,2,0,
13529,0,0,0,0,0,0,
13530,1,-1,-1,-1,-1,-2,
13531,0,0,0,0,0,0,
13532,-1,-1,-1,0,0,-1,
13533,0,0,0,0,0,0,
13534,1,1,-1,-1,0,0,
13535,0,0,0,0,0,0,
13536,1,2,0,0,0,-1,
13537,0,0,0,0,0,0,
13538,0,0,2,2,2,2,
13539,0,0,0,0,0,0,
13540,0,0,0,0,0,0,
13541,0,0,0,0,0,0,
13542,0,0,2,0,0,0,
13543,1,-2,-1,-1,-1,-1,
13544,-2,-2,-2,-2,-2,-2,
13545,-2,-2,-2,-2,-1,-1,
13546,1,-2,-2,-2,-2,-2,
13547,-1,-1,-1,-1,-1,2,
13548,0,0,0,0,0,0,
13549,0,0,0,0,0,0,
13550,0,0,0,0,0,0,
13551,0,0,0,0,0,0,
13552,2,-1,2,2,2,0,
13553,-2,-2,-2,-2,-2,-2,
13554,-1,-1,-1,-1,0,-1,
13555,0,0,0,0,0,0,
13556,-1,0,0,0,0,-1,
13557,-2,-2,-2,-2,-2,-2,
13558,-1,-1,-1,-1,0,-1,
13559,0,0,0,0,0,2,
13560,0,0,0,0,0,0,
13561,1,3,2,2,2,2,
13562,-1,-1,-1,-1,-1,-1,
13563,2,2,2,2,2,2,
13564,-1,-1,-2,-2,-2,-2,
13565,0,0,0,0,0,0,
13566,-2,-2,-1,-1,-1,-1,
13567,0,0,0,0,0,0,
13568,-1,-1,-1,-1,-1,0,
13569,0,0,0,0,0,2,
13570,-1,-1,-1,-1,0,0,
13571,0,0,2,0,0,0,
13572,0,0,0,0,0,0,
13573,0,0,0,0,0,0,
13574,0,0,0,0,-1,-1,
13575,0,0,0,0,0,0,
13576,-1,-1,-1,0,0,0,
13577,0,0,0,0,0,0,
13578,0,0,0,0,0,0,
13579,-1,-1,2,-1,-1,-1,
13580,0,0,0,2,0,0,
13581,0,0,0,0,0,0,
13582,1,-2,-2,-1,-1,-2,
13583,-1,-1,0,0,0,0,
13584,2,2,2,2,0,0,
13585,0,0,0,0,0,0,
13586,-1,2,-1,-1,-1,0,
13587,0,0,0,0,0,0,
13588,-2,-2,-2,-2,-2,-2,
13589,0,0,0,0,0,0,
13590,0,0,0,2,0,0,
13591,-1,2,-1,-1,-1,2,
13592,0,0,0,0,0,0,
13593,1,2,0,0,0,0,
13594,1,2,0,0,2,0,
13595,0,0,0,0,0,0,
13596,0,0,0,0,0,0,
13597,0,0,0,0,0,0,
13598,0,0,0,0,0,0,
13599,-1,-1,0,-1,-1,0,
13600,-2,-1,0,0,0,0,
13601,5,4,3,2,0,0,
13602,1,-2,-2,-2,-1,-1,
13603,1,-1,-1,-1,-2,-2,
13604,0,0,2,2,2,2,
13605,0,0,0,-2,-2,-2,
13606,2,0,0,0,0,-1,
13607,0,0,0,0,0,0,
13608,0,0,0,-1,0,0,
13609,0,0,0,0,0,-2,
13610,2,2,2,2,0,0,
13611,1,-2,-1,0,-1,-1,
13612,-1,0,0,0,0,0,
13613,0,0,0,0,0,0,
13614,0,0,0,0,0,0,
13615,0,0,0,0,0,0,
13616,-1,-1,-1,-1,-2,-2,
13617,-1,-1,-1,-1,0,0,
13618,-2,-2,-1,-1,0,0,
13619,0,0,0,0,0,2,
13620,2,2,2,2,2,2,
13621,2,0,0,2,2,2,
13622,0,-1,0,-1,-1,-1,
13623,-1,-1,-1,-1,-1,-1,
13624,-1,-1,-1,-1,-1,-1,
13625,-1,-1,0,0,0,0,
13626,1,2,0,0,0,0,
13627,0,0,-1,2,-1,2,
13628,0,0,0,0,0,0,
13629,1,2,2,2,0,0,
13630,0,0,0,0,0,0,
13631,2,2,2,2,2,2,
13632,0,-1,0,0,0,0,
13633,-1,-1,-2,-2,-2,-2,
13634,-1,-1,-1,-1,-1,-1,
13635,0,0,0,0,0,0,
13636,0,0,0,0,0,0,
13637,0,-1,-1,0,0,0,
13638,-1,-1,2,0,0,0,
13639,-1,-1,-1,-1,-1,-1,
13640,0,0,0,0,0,0,
13641,0,0,0,0,0,0,
13642,2,-1,-1,-1,-1,-1,
13643,1,2,0,0,0,0,
13644,0,0,0,2,0,0,
13645,2,2,2,2,2,2,
13646,0,0,0,0,0,0,
13647,0,0,0,0,0,0,
13648,-2,-2,-2,-2,-2,-2,
13649,0,0,0,0,2,0,
13650,2,0,0,0,0,0,
13651,-1,-1,-1,-1,-1,-1,
13652,0,0,0,0,0,0,
